NUTS_ID,year,sector,employment_level,d_employment,emissions_level,d_emissions,country,wave
DE254,2011,B.E,54.7,0.300000000000004,721139,-161402,DE,2
DE254,2012,B.E,55.4,0.699999999999996,661622,-59517,DE,2
DE254,2013,B.E,54.6,-0.799999999999997,594205,-67417,DE,3
DE254,2014,B.E,54.9,0.299999999999997,543374,-50831,DE,3
DE254,2015,B.E,53.6,-1.3,710551,167177,DE,3
DE254,2016,B.E,53.6,0,626053,-84498,DE,3
DE254,2017,B.E,53.4,-0.200000000000003,722266,96213,DE,3
DE254,2018,B.E,54.1,0.700000000000003,596876,-125390,DE,3
DE254,2019,B.E,53.8,-0.300000000000004,511704,-85172,DE,3
DE254,2020,B.E,52.9,-0.899999999999999,506162,-5542,DE,3
DE254,2021,B.E,50.7,-2.2,524329,18167,DE,4
DE254,2022,B.E,50,-0.700000000000003,441286,-83043,DE,4
DE254,2023,B.E,50,0,360253,-81033,DE,4
DE257,2006,B.E,17.8,0.100000000000001,10500,-7211,DE,1
DE257,2007,B.E,18.3,0.5,9943,-557,DE,1
DE257,2008,B.E,19.5,1.2,10406,463,DE,2
DE257,2009,B.E,18.6,-0.899999999999999,9903,-503,DE,2
DE257,2010,B.E,18.2,-0.400000000000002,11563,1660,DE,2
DE257,2011,B.E,18.5,0.300000000000001,9872,-1691,DE,2
DE257,2012,B.E,19.4,0.899999999999999,9319,-553,DE,2
DE258,2006,B.E,7.9,-0.0999999999999996,22078,3285,DE,1
DE258,2007,B.E,8,0.0999999999999996,24935,2857,DE,1
DE258,2008,B.E,8.4,0.4,18257,-6678,DE,2
DE258,2009,B.E,8.5,0.0999999999999996,15162,-3095,DE,2
DE258,2010,B.E,8.7,0.199999999999999,19985,4823,DE,2
DE258,2011,B.E,8.9,0.200000000000001,20238,253,DE,2
DE258,2012,B.E,9,0.0999999999999996,17933,-2305,DE,2
DE258,2013,B.E,9,0,18231,298,DE,3
DE258,2014,B.E,9.1,0.0999999999999996,16522,-1709,DE,3
DE258,2015,B.E,8.7,-0.4,14704,-1818,DE,3
DE258,2016,B.E,8.7,0,16374,1670,DE,3
DE258,2017,B.E,8.7,0,17575,1201,DE,3
DE258,2018,B.E,8.9,0.200000000000001,18384,809,DE,3
DE258,2019,B.E,8.8,-0.0999999999999996,5045,-13339,DE,3
DE258,2020,B.E,8.6,-0.200000000000001,37,-5008,DE,3
DE259,2006,B.E,19,-0.100000000000001,2371,1390,DE,1
DE259,2007,B.E,19.6,0.600000000000001,1869,-502,DE,1
DE259,2008,B.E,20,0.399999999999999,188,-1681,DE,2
DE259,2009,B.E,20,0,4256,4068,DE,2
DE259,2010,B.E,19.7,-0.300000000000001,134,-4122,DE,2
DE259,2011,B.E,19.8,0.100000000000001,20,-114,DE,2
DE259,2012,B.E,20.4,0.599999999999998,12,-8,DE,2
DE259,2013,B.E,20.1,-0.299999999999997,187,175,DE,3
DE259,2014,B.E,20.4,0.299999999999997,145,-42,DE,3
DE259,2015,B.E,20.5,0.100000000000001,52,-93,DE,3
DE25A,2006,B.E,8.8,-0.0999999999999996,8551,-5391,DE,1
DE25A,2007,B.E,9,0.199999999999999,8128,-423,DE,1
DE25A,2008,B.E,9.8,0.800000000000001,7868,-260,DE,2
DE25A,2009,B.E,10.1,0.299999999999999,6022,-1846,DE,2
DE25A,2010,B.E,9.9,-0.199999999999999,297,-5725,DE,2
DE25A,2011,B.E,10.1,0.199999999999999,318,21,DE,2
DE25A,2012,B.E,10.5,0.4,361,43,DE,2
DE25A,2013,B.E,10.8,0.300000000000001,7583,7222,DE,3
DE25A,2014,B.E,10.5,-0.300000000000001,12702,5119,DE,3
DE25A,2015,B.E,10.7,0.199999999999999,934,-11768,DE,3
DE25A,2016,B.E,10.8,0.100000000000001,2239,1305,DE,3
DE25A,2017,B.E,10.5,-0.300000000000001,2199,-40,DE,3
DE25A,2018,B.E,10.8,0.300000000000001,2489,290,DE,3
DE25A,2019,B.E,11.3,0.5,3025,536,DE,3
DE25A,2020,B.E,11,-0.300000000000001,2467,-558,DE,3
DE25A,2021,B.E,10.7,-0.300000000000001,3169,702,DE,4
DE25A,2022,B.E,10.7,0,2311,-858,DE,4
DE25A,2023,B.E,10.6,-0.0999999999999996,11987,9676,DE,4
DE25C,2006,B.E,11.5,-0.0999999999999996,260029,-13108,DE,1
DE25C,2007,B.E,11.4,-0.0999999999999996,317409,57380,DE,1
DE25C,2008,B.E,11.9,0.5,254473,-62936,DE,2
DE25C,2009,B.E,11.6,-0.300000000000001,237501,-16972,DE,2
DE25C,2010,B.E,11.6,0,242178,4677,DE,2
DE25C,2011,B.E,12.1,0.5,272098,29920,DE,2
DE25C,2012,B.E,12.4,0.300000000000001,273042,944,DE,2
DE25C,2013,B.E,12.4,0,301927,28885,DE,3
DE25C,2014,B.E,12.4,0,314235,12308,DE,3
DE25C,2015,B.E,12.7,0.299999999999999,231277,-82958,DE,3
DE25C,2016,B.E,12.9,0.200000000000001,316237,84960,DE,3
DE25C,2017,B.E,13,0.0999999999999996,305323,-10914,DE,3
DE25C,2018,B.E,12.8,-0.199999999999999,291754,-13569,DE,3
DE25C,2019,B.E,12.7,-0.100000000000001,312789,21035,DE,3
DE25C,2020,B.E,12.2,-0.5,304827,-7962,DE,3
DE25C,2021,B.E,11.7,-0.5,296579,-8248,DE,4
DE25C,2022,B.E,11.6,-0.0999999999999996,294777,-1802,DE,4
DE25C,2023,B.E,11.9,0.300000000000001,243406,-51371,DE,4
DE261,2006,B.E,11.2,0,158299,17323,DE,1
DE261,2007,B.E,11.4,0.200000000000001,168739,10440,DE,1
DE261,2008,B.E,11.9,0.5,160989,-7750,DE,2
DE261,2009,B.E,11.5,-0.4,156691,-4298,DE,2
DE261,2010,B.E,11.1,-0.4,170615,13924,DE,2
DE261,2011,B.E,11.3,0.200000000000001,170122,-493,DE,2
DE261,2012,B.E,11.6,0.299999999999999,54581,-115541,DE,2
DE262,2006,B.E,22.5,0.300000000000001,183862,3903,DE,1
DE262,2007,B.E,23.5,1,175432,-8430,DE,1
DE262,2008,B.E,24.5,1,170366,-5066,DE,2
DE262,2009,B.E,24.4,-0.100000000000001,160887,-9479,DE,2
DE262,2010,B.E,24.8,0.400000000000002,164338,3451,DE,2
DE262,2011,B.E,25,0.199999999999999,168868,4530,DE,2
DE262,2012,B.E,25.5,0.5,170740,1872,DE,2
DE262,2013,B.E,25.6,0.100000000000001,107443,-63297,DE,3
DE262,2014,B.E,26,0.399999999999999,81492,-25951,DE,3
DE262,2015,B.E,25.8,-0.199999999999999,85286,3794,DE,3
DE262,2016,B.E,25.5,-0.300000000000001,94521,9235,DE,3
DE262,2017,B.E,26.1,0.600000000000001,100176,5655,DE,3
DE262,2018,B.E,27.1,1,83186,-16990,DE,3
DE262,2019,B.E,26.4,-0.700000000000003,90618,7432,DE,3
DE262,2020,B.E,25.4,-1,89099,-1519,DE,3
DE262,2021,B.E,25.3,-0.0999999999999979,106454,17355,DE,4
DE262,2022,B.E,25.6,0.300000000000001,83150,-23304,DE,4
DE262,2023,B.E,25.8,0.199999999999999,80950,-2200,DE,4
DE263,2006,B.E,10.8,-0.199999999999999,271585,-28442,DE,1
DE263,2007,B.E,10.7,-0.100000000000001,270744,-841,DE,1
DE263,2008,B.E,11.1,0.4,278999,8255,DE,2
DE263,2009,B.E,11.2,0.0999999999999996,308301,29302,DE,2
DE263,2010,B.E,10.4,-0.799999999999999,328747,20446,DE,2
DE263,2011,B.E,10.3,-0.0999999999999996,301170,-27577,DE,2
DE263,2012,B.E,10.1,-0.200000000000001,281406,-19764,DE,2
DE263,2013,B.E,10.2,0.0999999999999996,229004,-52402,DE,3
DE263,2014,B.E,10.4,0.200000000000001,198392,-30612,DE,3
DE263,2015,B.E,9.3,-1.1,183370,-15022,DE,3
DE263,2016,B.E,9.4,0.0999999999999996,250987,67617,DE,3
DE263,2017,B.E,9.2,-0.200000000000001,237508,-13479,DE,3
DE263,2018,B.E,9.3,0.100000000000001,233527,-3981,DE,3
DE263,2019,B.E,9.2,-0.100000000000001,240557,7030,DE,3
DE263,2020,B.E,9.1,-0.0999999999999996,218380,-22177,DE,3
DE263,2021,B.E,9.2,0.0999999999999996,217130,-1250,DE,4
DE263,2022,B.E,9.1,-0.0999999999999996,180810,-36320,DE,4
DE263,2023,B.E,9,-0.0999999999999996,127728,-53082,DE,4
DE264,2006,B.E,20.6,-0.0999999999999979,397787,17236,DE,1
DE264,2007,B.E,20.7,0.0999999999999979,377632,-20155,DE,1
DE264,2008,B.E,20.7,0,400787,23155,DE,2
DE264,2009,B.E,20.5,-0.199999999999999,352242,-48545,DE,2
DE264,2010,B.E,19.7,-0.800000000000001,364835,12593,DE,2
DE264,2011,B.E,19.7,0,365638,803,DE,2
DE264,2012,B.E,19.1,-0.599999999999998,387558,21920,DE,2
DE264,2013,B.E,18.7,-0.400000000000002,368808,-18750,DE,3
DE264,2014,B.E,18.9,0.199999999999999,350767,-18041,DE,3
DE264,2015,B.E,19,0.100000000000001,372496,21729,DE,3
DE264,2016,B.E,19.3,0.300000000000001,362001,-10495,DE,3
DE264,2017,B.E,19.5,0.199999999999999,347001,-15000,DE,3
DE264,2018,B.E,19.8,0.300000000000001,342891,-4110,DE,3
DE264,2019,B.E,19.8,0,321883,-21008,DE,3
DE264,2020,B.E,19.4,-0.400000000000002,269465,-52418,DE,3
DE264,2021,B.E,19.2,-0.199999999999999,282416,12951,DE,4
DE264,2022,B.E,19.5,0.300000000000001,257512,-24904,DE,4
DE264,2023,B.E,20,0.5,132717,-124795,DE,4
DE265,2006,B.E,7.2,-0.399999999999999,9607,-1636,DE,1
DE265,2007,B.E,7.2,0,6578,-3029,DE,1
DE265,2008,B.E,7.5,0.3,7376,798,DE,2
DE265,2009,B.E,7.5,0,7766,390,DE,2
DE265,2010,B.E,7.4,-0.0999999999999996,5687,-2079,DE,2
DE265,2011,B.E,7.5,0.0999999999999996,4798,-889,DE,2
DE265,2012,B.E,7.7,0.2,5150,352,DE,2
DE265,2013,B.E,7.6,-0.100000000000001,5192,42,DE,3
DE266,2006,B.E,10.7,-0.200000000000001,13359,3610,DE,1
DE266,2007,B.E,11,0.300000000000001,14649,1290,DE,1
DE266,2008,B.E,11.8,0.800000000000001,7286,-7363,DE,2
DE266,2009,B.E,11.7,-0.100000000000001,11602,4316,DE,2
DE266,2010,B.E,11.8,0.100000000000001,12908,1306,DE,2
DE266,2011,B.E,12.6,0.799999999999999,14106,1198,DE,2
DE266,2012,B.E,12.8,0.200000000000001,12359,-1747,DE,2
DE266,2013,B.E,13,0.199999999999999,15774,3415,DE,3
DE266,2014,B.E,13,0,13868,-1906,DE,3
DE266,2015,B.E,13,0,17989,4121,DE,3
DE266,2016,B.E,13.1,0.0999999999999996,16726,-1263,DE,3
DE266,2017,B.E,13.2,0.0999999999999996,17045,319,DE,3
DE266,2018,B.E,13.4,0.200000000000001,13486,-3559,DE,3
DE266,2019,B.E,13.2,-0.200000000000001,16453,2967,DE,3
DE266,2020,B.E,12.6,-0.6,13388,-3065,DE,3
DE266,2021,B.E,13.1,0.5,15695,2307,DE,4
DE266,2022,B.E,13.1,0,13829,-1866,DE,4
DE266,2023,B.E,13,-0.0999999999999996,2873,-10956,DE,4
DE267,2006,B.E,14,-0.0999999999999996,88908,138,DE,1
DE267,2007,B.E,14.1,0.0999999999999996,113907,24999,DE,1
DE267,2008,B.E,14.2,0.0999999999999996,15546,-98361,DE,2
DE267,2009,B.E,14.3,0.100000000000001,13928,-1618,DE,2
DE267,2010,B.E,14.1,-0.200000000000001,9628,-4300,DE,2
DE267,2011,B.E,14.3,0.200000000000001,3558,-6070,DE,2
DE267,2012,B.E,14.3,0,8576,5018,DE,2
DE267,2013,B.E,14.3,0,4894,-3682,DE,3
DE267,2014,B.E,14.2,-0.100000000000001,7785,2891,DE,3
DE267,2015,B.E,14.3,0.100000000000001,15745,7960,DE,3
DE267,2016,B.E,14.4,0.0999999999999996,6133,-9612,DE,3
DE267,2017,B.E,14.8,0.4,14508,8375,DE,3
DE267,2018,B.E,14.8,0,22040,7532,DE,3
DE267,2019,B.E,14.8,0,17505,-4535,DE,3
DE267,2020,B.E,14.3,-0.5,23515,6010,DE,3
DE267,2021,B.E,14,-0.300000000000001,39181,15666,DE,4
DE267,2022,B.E,13.8,-0.199999999999999,72750,33569,DE,4
DE267,2023,B.E,13.1,-0.700000000000001,33179,-39571,DE,4
DE269,2006,B.E,17.9,-0.200000000000003,550381,1530,DE,1
DE269,2007,B.E,18.3,0.400000000000002,519072,-31309,DE,1
DE269,2008,B.E,18.7,0.399999999999999,507808,-11264,DE,2
DE269,2009,B.E,18.8,0.100000000000001,443784,-64024,DE,2
DE269,2010,B.E,18.8,0,484475,40691,DE,2
DE269,2011,B.E,19.4,0.599999999999998,478148,-6327,DE,2
DE269,2012,B.E,19.6,0.200000000000003,437205,-40943,DE,2
DE269,2013,B.E,19.9,0.299999999999997,436574,-631,DE,3
DE269,2014,B.E,19.4,-0.5,300984,-135590,DE,3
DE269,2015,B.E,19.3,-0.0999999999999979,299511,-1473,DE,3
DE269,2016,B.E,19.5,0.199999999999999,340205,40694,DE,3
DE269,2017,B.E,20.3,0.800000000000001,367333,27128,DE,3
DE269,2018,B.E,20.7,0.399999999999999,353756,-13577,DE,3
DE269,2019,B.E,20.4,-0.300000000000001,334587,-19169,DE,3
DE269,2020,B.E,19.6,-0.799999999999997,299515,-35072,DE,3
DE269,2021,B.E,19.4,-0.200000000000003,331528,32013,DE,4
DE269,2022,B.E,19.5,0.100000000000001,329673,-1855,DE,4
DE269,2023,B.E,19.4,-0.100000000000001,290814,-38859,DE,4
DE26A,2006,B.E,22.9,0.399999999999999,1189771,25666,DE,1
DE26A,2007,B.E,23.8,0.900000000000002,1308777,119006,DE,1
DE26A,2008,B.E,24,0.199999999999999,1150308,-158469,DE,2
DE26A,2009,B.E,23.9,-0.100000000000001,953863,-196445,DE,2
DE26A,2010,B.E,23.1,-0.799999999999997,1035390,81527,DE,2
DE26A,2011,B.E,23.7,0.599999999999998,1255015,219625,DE,2
DE26A,2012,B.E,23.6,-0.0999999999999979,1226610,-28405,DE,2
DE26A,2013,B.E,22.9,-0.700000000000003,1183260,-43350,DE,3
DE26A,2014,B.E,24.4,1.5,1238715,55455,DE,3
DE26A,2015,B.E,24.1,-0.299999999999997,1234502,-4213,DE,3
DE26A,2016,B.E,23.8,-0.300000000000001,1171095,-63407,DE,3
DE26A,2017,B.E,24.2,0.399999999999999,1280163,109068,DE,3
DE26A,2018,B.E,24.7,0.5,1403811,123648,DE,3
DE26A,2019,B.E,25.3,0.600000000000001,1398528,-5283,DE,3
DE26A,2020,B.E,25.1,-0.199999999999999,1381085,-17443,DE,3
DE26A,2021,B.E,24.4,-0.700000000000003,1381925,840,DE,4
DE26A,2022,B.E,24.5,0.100000000000001,1339702,-42223,DE,4
DE26A,2023,B.E,24.1,-0.399999999999999,1218791,-120911,DE,4
DE26B,2006,B.E,5.4,0,8830,3047,DE,1
DE26B,2007,B.E,5.5,0.0999999999999996,6373,-2457,DE,1
DE26B,2008,B.E,5.7,0.2,7024,651,DE,2
DE26B,2009,B.E,5.8,0.0999999999999996,5278,-1746,DE,2
DE26B,2010,B.E,5.9,0.100000000000001,11697,6419,DE,2
DE26B,2011,B.E,6.1,0.199999999999999,8829,-2868,DE,2
DE26B,2012,B.E,6.1,0,6601,-2228,DE,2
DE26B,2013,B.E,6.1,0,7728,1127,DE,3
DE26B,2014,B.E,5.9,-0.199999999999999,7020,-708,DE,3
DE26B,2015,B.E,5.8,-0.100000000000001,6792,-228,DE,3
DE26B,2016,B.E,5.8,0,5563,-1229,DE,3
DE26B,2017,B.E,5.9,0.100000000000001,6358,795,DE,3
DE26B,2018,B.E,6.1,0.199999999999999,5660,-698,DE,3
DE26B,2019,B.E,6.1,0,5734,74,DE,3
DE26B,2020,B.E,6.1,0,5006,-728,DE,3
DE26B,2021,B.E,6.1,0,5284,278,DE,4
DE26B,2022,B.E,6,-0.0999999999999996,5358,74,DE,4
DE26B,2023,B.E,5.8,-0.2,4735,-623,DE,4
DE26C,2006,B.E,10,0.199999999999999,147118,24220,DE,1
DE26C,2007,B.E,10.2,0.199999999999999,119220,-27898,DE,1
DE26C,2008,B.E,11,0.800000000000001,105154,-14066,DE,2
DE26C,2009,B.E,10.3,-0.699999999999999,123500,18346,DE,2
DE26C,2010,B.E,10,-0.300000000000001,120682,-2818,DE,2
DE26C,2011,B.E,10.3,0.300000000000001,120882,200,DE,2
DE26C,2012,B.E,10.5,0.199999999999999,121751,869,DE,2
DE26C,2013,B.E,10.8,0.300000000000001,3826,-117925,DE,3
DE26C,2014,B.E,10,-0.800000000000001,4508,682,DE,3
DE26C,2015,B.E,10.2,0.199999999999999,3067,-1441,DE,3
DE26C,2016,B.E,10.3,0.100000000000001,2055,-1012,DE,3
DE26C,2017,B.E,10.4,0.0999999999999996,7964,5909,DE,3
DE26C,2018,B.E,10.6,0.199999999999999,2329,-5635,DE,3
DE26C,2019,B.E,10.7,0.0999999999999996,3514,1185,DE,3
DE26C,2020,B.E,10.4,-0.299999999999999,2537,-977,DE,3
DE26C,2021,B.E,10,-0.4,2172,-365,DE,4
DE26C,2022,B.E,9.9,-0.0999999999999996,35141,32969,DE,4
DE26C,2023,B.E,9.9,0,75475,40334,DE,4
DE271,2006,B.E,35,-0.299999999999997,363114,-6931,DE,1
DE271,2007,B.E,35.3,0.299999999999997,354332,-8782,DE,1
DE271,2008,B.E,35.6,0.300000000000004,330197,-24135,DE,2
DE271,2009,B.E,34.4,-1.2,285230,-44967,DE,2
DE271,2010,B.E,33.2,-1.2,267508,-17722,DE,2
DE271,2011,B.E,33.4,0.199999999999996,225691,-41817,DE,2
DE271,2012,B.E,33.5,0.100000000000001,224733,-958,DE,2
DE271,2013,B.E,33.7,0.200000000000003,196949,-27784,DE,3
DE271,2014,B.E,35.1,1.4,172466,-24483,DE,3
DE271,2015,B.E,35.1,0,178491,6025,DE,3
DE271,2016,B.E,35,-0.100000000000001,153733,-24758,DE,3
DE271,2017,B.E,35,0,140899,-12834,DE,3
DE271,2018,B.E,34.4,-0.600000000000001,133557,-7342,DE,3
DE271,2019,B.E,34.6,0.200000000000003,136824,3267,DE,3
DE271,2020,B.E,32.2,-2.4,126095,-10729,DE,3
DE271,2021,B.E,30.6,-1.6,146450,20355,DE,4
DE271,2022,B.E,30,-0.600000000000001,121347,-25103,DE,4
DE271,2023,B.E,30.6,0.600000000000001,94963,-26384,DE,4
DE272,2006,B.E,4,-0.0999999999999996,11990,-319,DE,1
DE272,2007,B.E,4.1,0.0999999999999996,11753,-237,DE,1
DE272,2008,B.E,4.1,0,10663,-1090,DE,2
DE272,2009,B.E,4,-0.0999999999999996,13654,2991,DE,2
DE272,2010,B.E,3.9,-0.1,15890,2236,DE,2
DE272,2011,B.E,3.6,-0.3,16787,897,DE,2
DE272,2012,B.E,3.6,0,30219,13432,DE,2
DE272,2013,B.E,3.6,0,28349,-1870,DE,3
DE272,2014,B.E,3.5,-0.1,26698,-1651,DE,3
DE272,2015,B.E,3.5,0,27334,636,DE,3
DE272,2016,B.E,3.9,0.4,27216,-118,DE,3
DE272,2017,B.E,4,0.1,27398,182,DE,3
DE272,2018,B.E,4.2,0.2,27850,452,DE,3
DE272,2019,B.E,4.2,0,26632,-1218,DE,3
DE272,2020,B.E,4.1,-0.100000000000001,28557,1925,DE,3
DE272,2021,B.E,4,-0.0999999999999996,29626,1069,DE,4
DE272,2022,B.E,4.1,0.0999999999999996,28852,-774,DE,4
DE272,2023,B.E,4.1,0,27564,-1288,DE,4
DE275,2006,B.E,13.7,0.0999999999999996,133710,-2412,DE,1
DE275,2007,B.E,14.3,0.600000000000001,127191,-6519,DE,1
DE275,2008,B.E,14.7,0.399999999999999,116152,-11039,DE,2
DE275,2009,B.E,14.5,-0.199999999999999,83111,-33041,DE,2
DE275,2010,B.E,15.4,0.9,92332,9221,DE,2
DE275,2011,B.E,15.6,0.199999999999999,90470,-1862,DE,2
DE275,2012,B.E,15.9,0.300000000000001,64835,-25635,DE,2
DE275,2013,B.E,12.5,-3.4,54783,-10052,DE,3
DE275,2014,B.E,12,-0.5,37766,-17017,DE,3
DE275,2015,B.E,12,0,37266,-500,DE,3
DE275,2016,B.E,12.3,0.300000000000001,66694,29428,DE,3
DE275,2017,B.E,12.6,0.299999999999999,78833,12139,DE,3
DE275,2018,B.E,12.9,0.300000000000001,74171,-4662,DE,3
DE275,2019,B.E,13,0.0999999999999996,57566,-16605,DE,3
DE275,2020,B.E,12.7,-0.300000000000001,61944,4378,DE,3
DE275,2021,B.E,12.4,-0.299999999999999,74967,13023,DE,4
DE275,2022,B.E,12.3,-0.0999999999999996,43535,-31432,DE,4
DE275,2023,B.E,12.3,0,34527,-9008,DE,4
DE276,2006,B.E,22.3,0,127443,-605,DE,1
DE276,2007,B.E,22.7,0.399999999999999,140949,13506,DE,1
DE276,2008,B.E,22.7,0,149425,8476,DE,2
DE276,2009,B.E,22.8,0.100000000000001,101223,-48202,DE,2
DE276,2010,B.E,22.2,-0.600000000000001,130822,29599,DE,2
DE276,2011,B.E,22.7,0.5,133769,2947,DE,2
DE276,2012,B.E,23.3,0.600000000000001,128446,-5323,DE,2
DE276,2013,B.E,23.6,0.300000000000001,177776,49330,DE,3
DE276,2014,B.E,24.2,0.599999999999998,155013,-22763,DE,3
DE276,2015,B.E,24.4,0.199999999999999,162677,7664,DE,3
DE276,2016,B.E,24.5,0.100000000000001,172317,9640,DE,3
DE276,2017,B.E,25.1,0.600000000000001,181192,8875,DE,3
DE276,2018,B.E,25.7,0.599999999999998,180535,-657,DE,3
DE276,2019,B.E,25.7,0,159488,-21047,DE,3
DE276,2020,B.E,25.4,-0.300000000000001,145729,-13759,DE,3
DE276,2021,B.E,25.5,0.100000000000001,165362,19633,DE,4
DE276,2022,B.E,25.5,0,136604,-28758,DE,4
DE276,2023,B.E,25.3,-0.199999999999999,117021,-19583,DE,4
DE277,2006,B.E,11.6,0,17418,556,DE,1
DE277,2007,B.E,11.8,0.200000000000001,9619,-7799,DE,1
DE277,2008,B.E,11.9,0.0999999999999996,11361,1742,DE,2
DE277,2009,B.E,12.1,0.199999999999999,8614,-2747,DE,2
DE277,2010,B.E,12,-0.0999999999999996,11209,2595,DE,2
DE277,2011,B.E,12.3,0.300000000000001,11363,154,DE,2
DE277,2012,B.E,12.6,0.299999999999999,11269,-94,DE,2
DE277,2013,B.E,12.9,0.300000000000001,10033,-1236,DE,3
DE277,2014,B.E,13.1,0.199999999999999,9881,-152,DE,3
DE277,2015,B.E,13,-0.0999999999999996,8063,-1818,DE,3
DE277,2016,B.E,13.4,0.4,8588,525,DE,3
DE277,2017,B.E,13.8,0.4,9028,440,DE,3
DE277,2018,B.E,14.2,0.399999999999999,8605,-423,DE,3
DE277,2019,B.E,14.3,0.100000000000001,9295,690,DE,3
DE277,2020,B.E,14.1,-0.200000000000001,9751,456,DE,3
DE277,2021,B.E,13.6,-0.5,10221,470,DE,4
DE277,2022,B.E,13.6,0,9043,-1178,DE,4
DE277,2023,B.E,13.5,-0.0999999999999996,6496,-2547,DE,4
DE278,2006,B.E,16.2,0.199999999999999,25547,984,DE,1
DE278,2007,B.E,16.8,0.600000000000001,29430,3883,DE,1
DE278,2008,B.E,18,1.2,26645,-2785,DE,2
DE278,2009,B.E,18.2,0.199999999999999,25378,-1267,DE,2
DE278,2010,B.E,17.4,-0.800000000000001,30298,4920,DE,2
DE278,2011,B.E,18,0.600000000000001,29370,-928,DE,2
DE278,2012,B.E,18.2,0.199999999999999,32911,3541,DE,2
DE278,2013,B.E,18.2,0,29961,-2950,DE,3
DE278,2014,B.E,17.9,-0.300000000000001,27112,-2849,DE,3
DE278,2015,B.E,17.9,0,23475,-3637,DE,3
DE278,2016,B.E,18.5,0.600000000000001,25160,1685,DE,3
DE278,2017,B.E,19.1,0.600000000000001,25019,-141,DE,3
DE278,2018,B.E,20.1,1,27534,2515,DE,3
DE278,2019,B.E,20.3,0.199999999999999,29048,1514,DE,3
DE278,2020,B.E,20,-0.300000000000001,28792,-256,DE,3
DE278,2021,B.E,19.6,-0.399999999999999,27181,-1611,DE,4
DE278,2022,B.E,19.9,0.299999999999997,34377,7196,DE,4
DE278,2023,B.E,19.6,-0.299999999999997,22964,-11413,DE,4
DE279,2006,B.E,23.5,0,52379,2795,DE,1
DE279,2007,B.E,24,0.5,49528,-2851,DE,1
DE279,2008,B.E,26.2,2.2,34502,-15026,DE,2
DE279,2009,B.E,26.1,-0.0999999999999979,31475,-3027,DE,2
DE279,2010,B.E,25.7,-0.400000000000002,37147,5672,DE,2
DE279,2011,B.E,26.8,1.1,36747,-400,DE,2
DE279,2012,B.E,27.1,0.300000000000001,36434,-313,DE,2
DE279,2013,B.E,27,-0.100000000000001,36639,205,DE,3
DE279,2014,B.E,26.1,-0.899999999999999,34473,-2166,DE,3
DE279,2015,B.E,25.7,-0.400000000000002,33538,-935,DE,3
DE279,2016,B.E,26,0.300000000000001,35033,1495,DE,3
DE279,2017,B.E,26.3,0.300000000000001,38215,3182,DE,3
DE279,2018,B.E,26.9,0.599999999999998,34680,-3535,DE,3
DE279,2019,B.E,26.7,-0.199999999999999,34520,-160,DE,3
DE279,2020,B.E,24.5,-2.2,33444,-1076,DE,3
DE279,2021,B.E,24.1,-0.399999999999999,35785,2341,DE,4
DE279,2022,B.E,24.5,0.399999999999999,33085,-2700,DE,4
DE279,2023,B.E,24.6,0.100000000000001,29368,-3717,DE,4
DE27B,2006,B.E,15.7,-0.100000000000001,83789,17269,DE,1
DE27B,2007,B.E,16.3,0.600000000000001,86067,2278,DE,1
DE27B,2008,B.E,16.9,0.599999999999998,80108,-5959,DE,2
DE27B,2009,B.E,16.8,-0.0999999999999979,71698,-8410,DE,2
DE27B,2010,B.E,16.3,-0.5,77510,5812,DE,2
DE27B,2011,B.E,16.9,0.599999999999998,73259,-4251,DE,2
DE27B,2012,B.E,18,1.1,72836,-423,DE,2
DE27B,2013,B.E,18.5,0.5,74658,1822,DE,3
DE27B,2014,B.E,19.2,0.699999999999999,73899,-759,DE,3
DE27B,2015,B.E,19.4,0.199999999999999,73687,-212,DE,3
DE27B,2016,B.E,19.5,0.100000000000001,59534,-14153,DE,3
DE27B,2017,B.E,20,0.5,48031,-11503,DE,3
DE27B,2018,B.E,20.8,0.800000000000001,50071,2040,DE,3
DE27B,2019,B.E,21.4,0.599999999999998,52077,2006,DE,3
DE27B,2020,B.E,21.6,0.200000000000003,47793,-4284,DE,3
DE27B,2021,B.E,21.6,0,56777,8984,DE,4
DE27B,2022,B.E,22,0.399999999999999,49281,-7496,DE,4
DE27B,2023,B.E,22.5,0.5,42505,-6776,DE,4
DE27C,2006,B.E,16.1,-0.0999999999999979,240429,11640,DE,1
DE27C,2007,B.E,16.7,0.599999999999998,222221,-18208,DE,1
DE27C,2008,B.E,18.6,1.9,198943,-23278,DE,2
DE27C,2009,B.E,18.7,0.0999999999999979,184506,-14437,DE,2
DE27C,2010,B.E,18.7,0,179750,-4756,DE,2
DE27C,2011,B.E,19.1,0.400000000000002,163546,-16204,DE,2
DE27C,2012,B.E,20.3,1.2,129171,-34375,DE,2
DE27C,2013,B.E,20.8,0.5,104440,-24731,DE,3
DE27C,2014,B.E,20.9,0.0999999999999979,94646,-9794,DE,3
DE27C,2015,B.E,21.7,0.800000000000001,105494,10848,DE,3
DE27C,2016,B.E,22.3,0.600000000000001,135207,29713,DE,3
DE27C,2017,B.E,23.5,1.2,131771,-3436,DE,3
DE27C,2018,B.E,24.6,1.1,141241,9470,DE,3
DE27C,2019,B.E,25.2,0.599999999999998,140648,-593,DE,3
DE27C,2020,B.E,25,-0.199999999999999,129914,-10734,DE,3
