"NUTS_ID","year","verified","verified_lag","verified_delta"
"AT113",2005,29823,NA,NA
"AT113",2006,26429,29823,-3394
"AT113",2007,29943,26429,3514
"AT113",2008,27892,29943,-2051
"AT113",2009,24671,27892,-3221
"AT113",2010,22053,24671,-2618
"AT113",2011,20871,22053,-1182
"AT113",2012,18151,20871,-2720
"AT113",2013,7286,18151,-10865
"AT113",2014,8783,7286,1497
"AT113",2015,7509,8783,-1274
"AT113",2016,8259,7509,750
"AT113",2017,8034,8259,-225
"AT113",2018,9443,8034,1409
"AT113",2019,9678,9443,235
"AT113",2020,10911,9678,1233
"AT113",2021,10737,10911,-174
"AT113",2022,11437,10737,700
"AT113",2023,7282,11437,-4155
"AT121",2005,230130,NA,NA
"AT121",2006,237008,230130,6878
"AT121",2007,206963,237008,-30045
"AT121",2008,215788,206963,8825
"AT121",2009,209193,215788,-6595
"AT121",2010,211242,209193,2049
"AT121",2011,206814,211242,-4428
"AT121",2012,204506,206814,-2308
"AT121",2013,169332,204506,-35174
"AT121",2014,171502,169332,2170
"AT121",2015,171293,171502,-209
"AT121",2016,175051,171293,3758
"AT121",2017,176160,175051,1109
"AT121",2018,169482,176160,-6678
"AT121",2019,162874,169482,-6608
"AT121",2020,162522,162874,-352
"AT121",2021,172245,162522,9723
"AT121",2022,151530,172245,-20715
"AT121",2023,131382,151530,-20148
"AT122",2005,722039,NA,NA
"AT122",2006,684773,722039,-37266
"AT122",2007,700253,684773,15480
"AT122",2008,703061,700253,2808
"AT122",2009,647614,703061,-55447
"AT122",2010,662171,647614,14557
"AT122",2011,676424,662171,14253
"AT122",2012,653812,676424,-22612
"AT122",2013,655376,653812,1564
"AT122",2014,661138,655376,5762
"AT122",2015,667912,661138,6774
"AT122",2016,666511,667912,-1401
"AT122",2017,698350,666511,31839
"AT122",2018,734403,698350,36053
"AT122",2019,725204,734403,-9199
"AT122",2020,701519,725204,-23685
"AT122",2021,707491,701519,5972
"AT122",2022,677279,707491,-30212
"AT122",2023,624240,677279,-53039
"AT123",2005,200755,NA,NA
"AT123",2006,195508,200755,-5247
"AT123",2007,180287,195508,-15221
"AT123",2008,162854,180287,-17433
"AT123",2009,124292,162854,-38562
"AT123",2010,101462,124292,-22830
"AT123",2011,89844,101462,-11618
"AT123",2012,88218,89844,-1626
"AT123",2013,100772,88218,12554
"AT123",2014,97074,100772,-3698
"AT123",2015,106837,97074,9763
"AT123",2016,110573,106837,3736
"AT123",2017,106482,110573,-4091
"AT123",2018,103035,106482,-3447
"AT123",2019,101725,103035,-1310
"AT123",2020,100907,101725,-818
"AT123",2021,105749,100907,4842
"AT123",2022,84915,105749,-20834
"AT123",2023,79444,84915,-5471
"AT124",2005,675008,NA,NA
"AT124",2006,559258,675008,-115750
"AT124",2007,389790,559258,-169468
"AT124",2008,390979,389790,1189
"AT124",2009,432111,390979,41132
"AT124",2010,384286,432111,-47825
"AT124",2011,99734,384286,-284552
"AT124",2012,98479,99734,-1255
"AT124",2013,84010,98479,-14469
"AT124",2014,94031,84010,10021
"AT124",2015,233670,94031,139639
"AT124",2016,376088,233670,142418
"AT124",2017,552556,376088,176468
"AT124",2018,409087,552556,-143469
"AT124",2019,262754,409087,-146333
"AT124",2020,222485,262754,-40269
"AT124",2021,269790,222485,47305
"AT124",2022,265790,269790,-4000
"AT124",2023,98906,265790,-166884
"AT125",2005,258706,NA,NA
"AT125",2006,188727,258706,-69979
"AT125",2007,192715,188727,3988
"AT125",2008,199360,192715,6645
"AT125",2009,183236,199360,-16124
"AT125",2010,211105,183236,27869
"AT125",2011,218871,211105,7766
"AT125",2012,230440,218871,11569
"AT125",2013,215660,230440,-14780
"AT125",2014,229674,215660,14014
"AT125",2015,245877,229674,16203
"AT125",2016,240500,245877,-5377
"AT125",2017,238097,240500,-2403
"AT125",2018,247873,238097,9776
"AT125",2019,251961,247873,4088
"AT125",2020,258512,251961,6551
"AT125",2021,263556,258512,5044
"AT125",2022,241278,263556,-22278
"AT125",2023,174824,241278,-66454
"AT126",2005,3163504,NA,NA
"AT126",2006,3282025,3163504,118521
"AT126",2007,3298808,3282025,16783
"AT126",2008,2790868,3298808,-507940
"AT126",2009,1979761,2790868,-811107
"AT126",2010,2822776,1979761,843015
"AT126",2011,3149926,2822776,327150
"AT126",2012,2417603,3149926,-732323
"AT126",2013,2443840,2417603,26237
"AT126",2014,1477207,2443840,-966633
"AT126",2015,1512825,1477207,35618
"AT126",2016,931589,1512825,-581236
"AT126",2017,885532,931589,-46057
"AT126",2018,854248,885532,-31284
"AT126",2019,663040,854248,-191208
"AT126",2020,171911,663040,-491129
"AT126",2021,188379,171911,16468
"AT126",2022,208952,188379,20573
"AT126",2023,189919,208952,-19033
"AT127",2005,3520391,NA,NA
"AT127",2006,3563478,3520391,43087
"AT127",2007,3669968,3563478,106490
"AT127",2008,3614679,3669968,-55289
"AT127",2009,3523143,3614679,-91536
"AT127",2010,3454321,3523143,-68822
"AT127",2011,3438804,3454321,-15517
"AT127",2012,3532898,3438804,94094
"AT127",2013,3541974,3532898,9076
"AT127",2014,3411018,3541974,-130956
"AT127",2015,3527396,3411018,116378
"AT127",2016,3503085,3527396,-24311
"AT127",2017,3382029,3503085,-121056
"AT127",2018,3527611,3382029,145582
"AT127",2019,3506317,3527611,-21294
"AT127",2020,3438073,3506317,-68244
"AT127",2021,3480693,3438073,42620
"AT127",2022,2878689,3480693,-602004
"AT127",2023,3168127,2878689,289438
"AT130",2005,2946849,NA,NA
"AT130",2006,2350837,2946849,-596012
"AT130",2007,2035087,2350837,-315750
"AT130",2008,2353158,2035087,318071
"AT130",2009,2718457,2353158,365299
"AT130",2010,2989424,2718457,270967
"AT130",2011,2520262,2989424,-469162
"AT130",2012,1973896,2520262,-546366
"AT130",2013,1755180,1973896,-218716
"AT130",2014,1532912,1755180,-222268
"AT130",2015,1863373,1532912,330461
"AT130",2016,2024587,1863373,161214
"AT130",2017,2165158,2024587,140571
"AT130",2018,2107882,2165158,-57276
"AT130",2019,2509903,2107882,402021
"AT130",2020,2372543,2509903,-137360
"AT130",2021,2291370,2372543,-81173
"AT130",2022,2348050,2291370,56680
"AT130",2023,1848335,2348050,-499715
"AT211",2005,205538,NA,NA
"AT211",2006,206440,205538,902
"AT211",2007,169642,206440,-36798
"AT211",2008,161535,169642,-8107
"AT211",2009,147089,161535,-14446
"AT211",2010,158306,147089,11217
"AT211",2011,135906,158306,-22400
"AT211",2012,104567,135906,-31339
"AT211",2013,102399,104567,-2168
"AT211",2014,83059,102399,-19340
"AT211",2015,85511,83059,2452
"AT211",2016,76402,85511,-9109
"AT211",2017,58484,76402,-17918
"AT211",2018,29775,58484,-28709
"AT211",2019,12774,29775,-17001
"AT211",2020,15089,12774,2315
"AT211",2021,21385,15089,6296
"AT211",2022,14068,21385,-7317
"AT211",2023,16192,14068,2124
"AT212",2005,76707,NA,NA
"AT212",2006,76603,76707,-104
"AT212",2007,77181,76603,578
"AT212",2008,75296,77181,-1885
"AT212",2009,66065,75296,-9231
"AT212",2010,73221,66065,7156
"AT212",2011,71225,73221,-1996
"AT212",2012,71994,71225,769
"AT212",2013,74623,71994,2629
"AT212",2014,73104,74623,-1519
"AT212",2015,72522,73104,-582
"AT212",2016,72084,72522,-438
"AT212",2017,73649,72084,1565
"AT212",2018,77453,73649,3804
"AT212",2019,76311,77453,-1142
"AT212",2020,73925,76311,-2386
"AT212",2021,76404,73925,2479
"AT212",2022,65048,76404,-11356
"AT212",2023,50657,65048,-14391
"AT213",2005,330089,NA,NA
"AT213",2006,518646,330089,188557
"AT213",2007,558811,518646,40165
"AT213",2008,568422,558811,9611
"AT213",2009,499518,568422,-68904
"AT213",2010,469462,499518,-30056
"AT213",2011,513057,469462,43595
"AT213",2012,476039,513057,-37018
"AT213",2013,481694,476039,5655
"AT213",2014,456267,481694,-25427
"AT213",2015,453755,456267,-2512
"AT213",2016,458191,453755,4436
"AT213",2017,490152,458191,31961
"AT213",2018,532437,490152,42285
"AT213",2019,548571,532437,16134
"AT213",2020,479885,548571,-68686
"AT213",2021,520269,479885,40384
"AT213",2022,538266,520269,17997
"AT213",2023,415961,538266,-122305
"AT221",2005,1019571,NA,NA
"AT221",2006,1009116,1019571,-10455
"AT221",2007,1034971,1009116,25855
"AT221",2008,976953,1034971,-58018
"AT221",2009,808681,976953,-168272
"AT221",2010,833829,808681,25148
"AT221",2011,802978,833829,-30851
"AT221",2012,757453,802978,-45525
"AT221",2013,692290,757453,-65163
"AT221",2014,632825,692290,-59465
"AT221",2015,729901,632825,97076
"AT221",2016,697673,729901,-32228
"AT221",2017,724074,697673,26401
"AT221",2018,765161,724074,41087
"AT221",2019,761981,765161,-3180
"AT221",2020,815916,761981,53935
"AT221",2021,896094,815916,80178
"AT221",2022,758384,896094,-137710
"AT221",2023,606127,758384,-152257
"AT222",2005,20018,NA,NA
"AT222",2006,21418,20018,1400
"AT222",2007,23113,21418,1695
"AT222",2008,22490,23113,-623
"AT222",2009,16864,22490,-5626
"AT222",2010,21887,16864,5023
"AT222",2011,23157,21887,1270
"AT222",2012,22828,23157,-329
"AT222",2013,21605,22828,-1223
"AT222",2014,15997,21605,-5608
"AT222",2015,20411,15997,4414
"AT222",2016,15245,20411,-5166
"AT222",2017,18448,15245,3203
"AT222",2018,23683,18448,5235
"AT222",2019,17959,23683,-5724
"AT222",2020,7033,17959,-10926
"AT222",2021,5087,7033,-1946
"AT222",2022,535,5087,-4552
"AT222",2023,0,535,-535
"AT223",2005,3261476,NA,NA
"AT223",2006,3267340,3261476,5864
"AT223",2007,3351736,3267340,84396
"AT223",2008,3605537,3351736,253801
"AT223",2009,2718771,3605537,-886766
"AT223",2010,3091794,2718771,373023
"AT223",2011,3459702,3091794,367908
"AT223",2012,3113398,3459702,-346304
"AT223",2013,3500716,3113398,387318
"AT223",2014,3401132,3500716,-99584
"AT223",2015,3524330,3401132,123198
"AT223",2016,3319715,3524330,-204615
"AT223",2017,3690585,3319715,370870
"AT223",2018,3572918,3690585,-117667
"AT223",2019,3445930,3572918,-126988
"AT223",2020,2856207,3445930,-589723
"AT223",2021,3604970,2856207,748763
"AT223",2022,3194814,3604970,-410156
"AT223",2023,3116076,3194814,-78738
"AT224",2005,34946,NA,NA
"AT224",2006,29242,34946,-5704
"AT224",2007,31963,29242,2721
"AT224",2008,28452,31963,-3511
"AT224",2009,26239,28452,-2213
"AT224",2010,22643,26239,-3596
"AT224",2011,24500,22643,1857
"AT224",2012,17363,24500,-7137
"AT224",2013,14376,17363,-2987
"AT224",2014,14678,14376,302
"AT224",2015,16909,14678,2231
"AT224",2016,17453,16909,544
"AT224",2017,20167,17453,2714
"AT224",2018,11768,20167,-8399
"AT224",2019,13732,11768,1964
"AT224",2020,16975,13732,3243
"AT224",2021,14927,16975,-2048
"AT224",2022,11356,14927,-3571
"AT224",2023,6962,11356,-4394
"AT225",2005,2793839,NA,NA
"AT225",2006,2467141,2793839,-326698
"AT225",2007,1892650,2467141,-574491
"AT225",2008,1878635,1892650,-14015
"AT225",2009,1532511,1878635,-346124
"AT225",2010,1595541,1532511,63030
"AT225",2011,1800315,1595541,204774
"AT225",2012,1872224,1800315,71909
"AT225",2013,1455993,1872224,-416231
"AT225",2014,1270649,1455993,-185344
"AT225",2015,1548865,1270649,278216
"AT225",2016,1417828,1548865,-131037
"AT225",2017,1769654,1417828,351826
"AT225",2018,1499530,1769654,-270124
"AT225",2019,1437460,1499530,-62070
"AT225",2020,1056477,1437460,-380983
"AT225",2021,849581,1056477,-206896
"AT225",2022,868381,849581,18800
"AT225",2023,588912,868381,-279469
"AT226",2005,72953,NA,NA
"AT226",2006,77818,72953,4865
"AT226",2007,74300,77818,-3518
"AT226",2008,73697,74300,-603
"AT226",2009,64503,73697,-9194
"AT226",2010,65457,64503,954
"AT226",2011,70856,65457,5399
"AT226",2012,71157,70856,301
"AT226",2013,62135,71157,-9022
"AT226",2014,47958,62135,-14177
"AT226",2015,58791,47958,10833
"AT226",2016,62838,58791,4047
"AT226",2017,68696,62838,5858
"AT226",2018,68131,68696,-565
"AT226",2019,69125,68131,994
"AT226",2020,74287,69125,5162
"AT226",2021,59419,74287,-14868
"AT226",2022,48446,59419,-10973
"AT226",2023,48119,48446,-327
"AT311",2005,808379,NA,NA
"AT311",2006,818039,808379,9660
"AT311",2007,676314,818039,-141725
"AT311",2008,807585,676314,131271
"AT311",2009,424692,807585,-382893
"AT311",2010,387612,424692,-37080
"AT311",2011,327145,387612,-60467
"AT311",2012,276367,327145,-50778
"AT311",2013,267036,276367,-9331
"AT311",2014,301958,267036,34922
"AT311",2015,330270,301958,28312
"AT311",2016,261174,330270,-69096
"AT311",2017,69402,261174,-191772
"AT311",2018,65238,69402,-4164
"AT311",2019,71647,65238,6409
"AT311",2020,74847,71647,3200
"AT311",2021,71250,74847,-3597
"AT311",2022,67328,71250,-3922
"AT311",2023,30781,67328,-36547
"AT312",2005,9501725,NA,NA
"AT312",2006,9441843,9501725,-59882
"AT312",2007,9657824,9441843,215981
"AT312",2008,10039005,9657824,381181
"AT312",2009,7967736,10039005,-2071269
"AT312",2010,9829626,7967736,1861890
"AT312",2011,9540426,9829626,-289200
"AT312",2012,9414149,9540426,-126277
"AT312",2013,9768550,9414149,354401
"AT312",2014,9724832,9768550,-43718
"AT312",2015,9769721,9724832,44889
"AT312",2016,9719931,9769721,-49790
"AT312",2017,10305524,9719931,585593
"AT312",2018,8825826,10305524,-1479698
"AT312",2019,9900125,8825826,1074299
"AT312",2020,9554739,9900125,-345386
"AT312",2021,10467284,9554739,912545
"AT312",2022,9854138,10467284,-613146
"AT312",2023,9543578,9854138,-310560
"AT313",2005,4180,NA,NA
"AT313",2006,4507,4180,327
"AT313",2007,4741,4507,234
"AT313",2008,4398,4741,-343
"AT313",2009,3703,4398,-695
"AT313",2010,3974,3703,271
"AT313",2011,3806,3974,-168
"AT313",2012,3794,3806,-12
"AT313",2013,3825,3794,31
"AT313",2014,3527,3825,-298
"AT313",2015,3782,3527,255
"AT313",2016,3782,3782,0
"AT313",2017,3818,3782,36
"AT313",2018,3747,3818,-71
"AT313",2019,3930,3747,183
"AT313",2020,3676,3930,-254
"AT313",2021,4269,3676,593
"AT313",2022,4379,4269,110
"AT313",2023,3368,4379,-1011
"AT314",2005,341216,NA,NA
"AT314",2006,341953,341216,737
"AT314",2007,383789,341953,41836
"AT314",2008,363258,383789,-20531
"AT314",2009,356483,363258,-6775
"AT314",2010,319007,356483,-37476
"AT314",2011,298122,319007,-20885
"AT314",2012,331812,298122,33690
"AT314",2013,299720,331812,-32092
"AT314",2014,304923,299720,5203
"AT314",2015,304280,304923,-643
"AT314",2016,319604,304280,15324
"AT314",2017,292077,319604,-27527
"AT314",2018,330769,292077,38692
"AT314",2019,335312,330769,4543
"AT314",2020,341769,335312,6457
"AT314",2021,371668,341769,29899
"AT314",2022,310681,371668,-60987
"AT314",2023,292112,310681,-18569
"AT315",2005,1530026,NA,NA
"AT315",2006,1374612,1530026,-155414
"AT315",2007,1484449,1374612,109837
"AT315",2008,1360795,1484449,-123654
"AT315",2009,1364586,1360795,3791
"AT315",2010,1602853,1364586,238267
"AT315",2011,1586870,1602853,-15983
"AT315",2012,1226102,1586870,-360768
"AT315",2013,866385,1226102,-359717
"AT315",2014,835303,866385,-31082
"AT315",2015,956277,835303,120974
"AT315",2016,1028026,956277,71749
"AT315",2017,1215480,1028026,187454
"AT315",2018,1088022,1215480,-127458
"AT315",2019,1143275,1088022,55253
"AT315",2020,969786,1143275,-173489
"AT315",2021,1030826,969786,61040
"AT315",2022,1086487,1030826,55661
"AT315",2023,698946,1086487,-387541
"AT322",2005,10367,NA,NA
"AT322",2006,9948,10367,-419
"AT322",2007,9265,9948,-683
"AT322",2008,9215,9265,-50
"AT322",2009,8994,9215,-221
"AT322",2010,9714,8994,720
"AT322",2011,8833,9714,-881
"AT322",2012,8855,8833,22
"AT322",2013,0,8855,-8855
"AT322",2014,0,0,0
"AT322",2015,0,0,0
"AT322",2016,0,0,0
"AT322",2017,0,0,0
"AT322",2018,0,0,0
"AT322",2019,0,0,0
"AT322",2020,0,0,0
"AT322",2021,0,0,0
"AT322",2022,0,0,0
"AT322",2023,0,0,0
"AT323",2005,901464,NA,NA
"AT323",2006,898299,901464,-3165
"AT323",2007,880795,898299,-17504
"AT323",2008,927020,880795,46225
"AT323",2009,813712,927020,-113308
"AT323",2010,717407,813712,-96305
"AT323",2011,661846,717407,-55561
"AT323",2012,630561,661846,-31285
"AT323",2013,535094,630561,-95467
"AT323",2014,482187,535094,-52907
"AT323",2015,498740,482187,16553
"AT323",2016,574958,498740,76218
"AT323",2017,587853,574958,12895
"AT323",2018,602968,587853,15115
"AT323",2019,619725,602968,16757
"AT323",2020,611142,619725,-8583
"AT323",2021,650611,611142,39469
"AT323",2022,662171,650611,11560
"AT323",2023,578699,662171,-83472
"AT331",2005,215790,NA,NA
"AT331",2006,240976,215790,25186
"AT331",2007,237178,240976,-3798
"AT331",2008,223044,237178,-14134
"AT331",2009,204637,223044,-18407
"AT331",2010,182962,204637,-21675
"AT331",2011,198966,182962,16004
"AT331",2012,204120,198966,5154
"AT331",2013,208147,204120,4027
"AT331",2014,196542,208147,-11605
"AT331",2015,214580,196542,18038
"AT331",2016,214488,214580,-92
"AT331",2017,200142,214488,-14346
"AT331",2018,211612,200142,11470
"AT331",2019,210618,211612,-994
"AT331",2020,209255,210618,-1363
"AT331",2021,194760,209255,-14495
"AT331",2022,198015,194760,3255
"AT331",2023,174305,198015,-23710
"AT332",2005,75977,NA,NA
"AT332",2006,77433,75977,1456
"AT332",2007,73629,77433,-3804
"AT332",2008,63091,73629,-10538
"AT332",2009,58511,63091,-4580
"AT332",2010,65812,58511,7301
"AT332",2011,64615,65812,-1197
"AT332",2012,60094,64615,-4521
"AT332",2013,61711,60094,1617
"AT332",2014,51092,61711,-10619
"AT332",2015,50444,51092,-648
"AT332",2016,49445,50444,-999
"AT332",2017,48600,49445,-845
"AT332",2018,48399,48600,-201
"AT332",2019,43308,48399,-5091
"AT332",2020,40880,43308,-2428
"AT332",2021,29738,40880,-11142
"AT332",2022,30141,29738,403
"AT332",2023,30278,30141,137
"AT333",2005,1960,NA,NA
"AT333",2006,600,1960,-1360
"AT333",2007,144,600,-456
"AT333",2008,512,144,368
"AT333",2009,735,512,223
"AT333",2010,1490,735,755
"AT333",2011,653,1490,-837
"AT333",2012,394,653,-259
"AT333",2013,483,394,89
"AT333",2014,135,483,-348
"AT333",2015,251,135,116
"AT333",2016,165,251,-86
"AT333",2017,404,165,239
"AT333",2018,233,404,-171
"AT333",2019,348,233,115
"AT333",2020,205,348,-143
"AT333",2021,576,205,371
"AT333",2022,311,576,-265
"AT333",2023,235,311,-76
"AT335",2005,285099,NA,NA
"AT335",2006,281208,285099,-3891
"AT335",2007,283722,281208,2514
"AT335",2008,286431,283722,2709
"AT335",2009,235624,286431,-50807
"AT335",2010,257486,235624,21862
"AT335",2011,257330,257486,-156
"AT335",2012,230707,257330,-26623
"AT335",2013,240748,230707,10041
"AT335",2014,247967,240748,7219
"AT335",2015,232596,247967,-15371
"AT335",2016,242878,232596,10282
"AT335",2017,256138,242878,13260
"AT335",2018,260662,256138,4524
"AT335",2019,200143,260662,-60519
"AT335",2020,140559,200143,-59584
"AT335",2021,238677,140559,98118
"AT335",2022,306645,238677,67968
"AT335",2023,347341,306645,40696
"AT341",2005,24400,NA,NA
"AT341",2006,23271,24400,-1129
"AT341",2007,23411,23271,140
"AT341",2008,11846,23411,-11565
"AT341",2009,9698,11846,-2148
"AT341",2010,9902,9698,204
"AT341",2011,11235,9902,1333
"AT341",2012,11214,11235,-21
"AT341",2013,11299,11214,85
"AT341",2014,12388,11299,1089
"AT341",2015,13932,12388,1544
"AT341",2016,15160,13932,1228
"AT341",2017,16415,15160,1255
"AT341",2018,17205,16415,790
"AT341",2019,18950,17205,1745
"AT341",2020,18972,18950,22
"AT341",2021,0,18972,-18972
"AT341",2022,0,0,0
"AT341",2023,0,0,0
"AT342",2005,61094,NA,NA
"AT342",2006,54211,61094,-6883
"AT342",2007,53628,54211,-583
"AT342",2008,48352,53628,-5276
"AT342",2009,43075,48352,-5277
"AT342",2010,42521,43075,-554
"AT342",2011,37104,42521,-5417
"AT342",2012,32055,37104,-5049
"AT342",2013,26601,32055,-5454
"AT342",2014,27100,26601,499
"AT342",2015,28201,27100,1101
"AT342",2016,28103,28201,-98
"AT342",2017,29219,28103,1116
"AT342",2018,27743,29219,-1476
"AT342",2019,27661,27743,-82
"AT342",2020,28560,27661,899
"AT342",2021,28734,28560,174
"AT342",2022,27340,28734,-1394
"AT342",2023,27549,27340,209
"BE100",2005,1160967,NA,NA
"BE100",2006,1058903,1160967,-102064
"BE100",2007,1057166,1058903,-1737
"BE100",2008,1108559,1057166,51393
"BE100",2009,1094485,1108559,-14074
"BE100",2010,1053824,1094485,-40661
"BE100",2011,731475,1053824,-322349
"BE100",2012,453485,731475,-277990
"BE100",2013,346004,453485,-107481
"BE100",2014,178982,346004,-167022
"BE100",2015,354469,178982,175487
"BE100",2016,208465,354469,-146004
"BE100",2017,220155,208465,11690
"BE100",2018,356053,220155,135898
"BE100",2019,416364,356053,60311
"BE100",2020,520685,416364,104321
"BE100",2021,456778,520685,-63907
"BE100",2022,588366,456778,131588
"BE100",2023,212645,588366,-375721
"BE211",2005,8282324,NA,NA
"BE211",2006,8945801,8282324,663477
"BE211",2007,9180670,8945801,234869
"BE211",2008,12512402,9180670,3331732
"BE211",2009,11984158,12512402,-528244
"BE211",2010,12475516,11984158,491358
"BE211",2011,11678816,12475516,-796700
"BE211",2012,11896200,11678816,217384
"BE211",2013,9733253,11896200,-2162947
"BE211",2014,9514304,9733253,-218949
"BE211",2015,9820203,9514304,305899
"BE211",2016,9514546,9820203,-305657
"BE211",2017,9651356,9514546,136810
"BE211",2018,9805954,9651356,154598
"BE211",2019,10227891,9805954,421937
"BE211",2020,9409447,10227891,-818444
"BE211",2021,9454894,9409447,45447
"BE211",2022,8775688,9454894,-679206
"BE211",2023,8431369,8775688,-344319
"BE212",2005,187463,NA,NA
"BE212",2006,183337,187463,-4126
"BE212",2007,185126,183337,1789
"BE212",2008,213982,185126,28856
"BE212",2009,175337,213982,-38645
"BE212",2010,194375,175337,19038
"BE212",2011,188043,194375,-6332
"BE212",2012,199173,188043,11130
"BE212",2013,128337,199173,-70836
"BE212",2014,125990,128337,-2347
"BE212",2015,139695,125990,13705
"BE212",2016,137483,139695,-2212
"BE212",2017,148779,137483,11296
"BE212",2018,134785,148779,-13994
"BE212",2019,124849,134785,-9936
"BE212",2020,139572,124849,14723
"BE212",2021,77093,139572,-62479
"BE212",2022,65901,77093,-11192
"BE212",2023,61039,65901,-4862
"BE213",2005,2094595,NA,NA
"BE213",2006,1850130,2094595,-244465
"BE213",2007,1856171,1850130,6041
"BE213",2008,1425338,1856171,-430833
"BE213",2009,1095057,1425338,-330281
"BE213",2010,976095,1095057,-118962
"BE213",2011,764671,976095,-211424
"BE213",2012,729923,764671,-34748
"BE213",2013,727836,729923,-2087
"BE213",2014,702622,727836,-25214
"BE213",2015,720156,702622,17534
"BE213",2016,743608,720156,23452
"BE213",2017,774770,743608,31162
"BE213",2018,742666,774770,-32104
"BE213",2019,686555,742666,-56111
"BE213",2020,700930,686555,14375
"BE213",2021,721666,700930,20736
"BE213",2022,580076,721666,-141590
"BE213",2023,482702,580076,-97374
"BE223",2005,330604,NA,NA
"BE223",2006,323223,330604,-7381
"BE223",2007,344522,323223,21299
"BE223",2008,332390,344522,-12132
"BE223",2009,280776,332390,-51614
"BE223",2010,324760,280776,43984
"BE223",2011,320038,324760,-4722
"BE223",2012,324183,320038,4145
"BE223",2013,296519,324183,-27664
"BE223",2014,290489,296519,-6030
"BE223",2015,317682,290489,27193
"BE223",2016,311351,317682,-6331
"BE223",2017,310763,311351,-588
"BE223",2018,332455,310763,21692
"BE223",2019,313847,332455,-18608
"BE223",2020,292640,313847,-21207
"BE223",2021,315774,292640,23134
"BE223",2022,303928,315774,-11846
"BE223",2023,223750,303928,-80178
"BE224",2005,2949002,NA,NA
"BE224",2006,2738524,2949002,-210478
"BE224",2007,2772519,2738524,33995
"BE224",2008,2684805,2772519,-87714
"BE224",2009,2633005,2684805,-51800
"BE224",2010,2610305,2633005,-22700
"BE224",2011,2283752,2610305,-326553
"BE224",2012,2576532,2283752,292780
"BE224",2013,2836573,2576532,260041
"BE224",2014,2359506,2836573,-477067
"BE224",2015,2372836,2359506,13330
"BE224",2016,735872,2372836,-1636964
"BE224",2017,406840,735872,-329032
"BE224",2018,419115,406840,12275
"BE224",2019,376846,419115,-42269
"BE224",2020,355437,376846,-21409
"BE224",2021,403136,355437,47699
"BE224",2022,335744,403136,-67392
"BE224",2023,284067,335744,-51677
"BE225",2005,237994,NA,NA
"BE225",2006,234486,237994,-3508
"BE225",2007,227268,234486,-7218
"BE225",2008,204855,227268,-22413
"BE225",2009,182625,204855,-22230
"BE225",2010,179924,182625,-2701
"BE225",2011,175801,179924,-4123
"BE225",2012,174021,175801,-1780
"BE225",2013,127109,174021,-46912
"BE225",2014,130224,127109,3115
"BE225",2015,136238,130224,6014
"BE225",2016,131028,136238,-5210
"BE225",2017,135954,131028,4926
"BE225",2018,143347,135954,7393
"BE225",2019,144317,143347,970
"BE225",2020,140641,144317,-3676
"BE225",2021,147117,140641,6476
"BE225",2022,140035,147117,-7082
"BE225",2023,132522,140035,-7513
"BE231",2005,290582,NA,NA
"BE231",2006,280134,290582,-10448
"BE231",2007,253010,280134,-27124
"BE231",2008,244801,253010,-8209
"BE231",2009,230105,244801,-14696
"BE231",2010,227953,230105,-2152
"BE231",2011,227284,227953,-669
"BE231",2012,228300,227284,1016
"BE231",2013,221215,228300,-7085
"BE231",2014,213079,221215,-8136
"BE231",2015,212682,213079,-397
"BE231",2016,212290,212682,-392
"BE231",2017,201549,212290,-10741
"BE231",2018,217522,201549,15973
"BE231",2019,220978,217522,3456
"BE231",2020,220099,220978,-879
"BE231",2021,217365,220099,-2734
"BE231",2022,200463,217365,-16902
"BE231",2023,202407,200463,1944
"BE232",2005,214111,NA,NA
"BE232",2006,234258,214111,20147
"BE232",2007,201803,234258,-32455
"BE232",2008,221076,201803,19273
"BE232",2009,219142,221076,-1934
"BE232",2010,217896,219142,-1246
"BE232",2011,220725,217896,2829
"BE232",2012,217511,220725,-3214
"BE232",2013,217871,217511,360
"BE232",2014,220628,217871,2757
"BE232",2015,220178,220628,-450
"BE232",2016,215555,220178,-4623
"BE232",2017,219411,215555,3856
"BE232",2018,210139,219411,-9272
"BE232",2019,207303,210139,-2836
"BE232",2020,214827,207303,7524
"BE232",2021,200746,214827,-14081
"BE232",2022,193461,200746,-7285
"BE232",2023,182585,193461,-10876
"BE233",2005,29243,NA,NA
"BE233",2006,30432,29243,1189
"BE233",2007,29987,30432,-445
"BE233",2008,0,29987,-29987
"BE233",2009,0,0,0
"BE233",2010,0,0,0
"BE233",2011,0,0,0
"BE233",2012,0,0,0
"BE233",2013,0,0,0
"BE233",2014,0,0,0
"BE233",2015,0,0,0
"BE233",2016,0,0,0
"BE233",2017,0,0,0
"BE233",2018,0,0,0
"BE233",2019,0,0,0
"BE233",2020,0,0,0
"BE233",2021,0,0,0
"BE233",2022,0,0,0
"BE233",2023,0,0,0
"BE234",2005,11235187,NA,NA
"BE234",2006,11189418,11235187,-45769
"BE234",2007,10199310,11189418,-990108
"BE234",2008,9890635,10199310,-308675
"BE234",2009,7818524,9890635,-2072111
"BE234",2010,6751302,7818524,-1067222
"BE234",2011,5123636,6751302,-1627666
"BE234",2012,5138670,5123636,15034
"BE234",2013,1054564,5138670,-4084106
"BE234",2014,1361018,1054564,306454
