"NUTS_ID","year","verified","verified_lag","verified_delta"
"EL611",2020,5496,11039,-5543
"EL611",2021,12605,5496,7109
"EL611",2022,8686,12605,-3919
"EL611",2023,3304,8686,-5382
"EL612",2005,659210,NA,NA
"EL612",2006,597955,659210,-61255
"EL612",2007,510313,597955,-87642
"EL612",2008,506068,510313,-4245
"EL612",2009,446520,506068,-59548
"EL612",2010,469116,446520,22596
"EL612",2011,274379,469116,-194737
"EL612",2012,341487,274379,67108
"EL612",2013,251906,341487,-89581
"EL612",2014,247764,251906,-4142
"EL612",2015,309110,247764,61346
"EL612",2016,307017,309110,-2093
"EL612",2017,316087,307017,9070
"EL612",2018,288565,316087,-27522
"EL612",2019,279472,288565,-9093
"EL612",2020,301866,279472,22394
"EL612",2021,302438,301866,572
"EL612",2022,310558,302438,8120
"EL612",2023,317461,310558,6903
"EL613",2005,3209026,NA,NA
"EL613",2006,3116776,3209026,-92250
"EL613",2007,3176469,3116776,59693
"EL613",2008,2918063,3176469,-258406
"EL613",2009,2030910,2918063,-887153
"EL613",2010,1645256,2030910,-385654
"EL613",2011,1148952,1645256,-496304
"EL613",2012,1560923,1148952,411971
"EL613",2013,1524490,1560923,-36433
"EL613",2014,1475495,1524490,-48995
"EL613",2015,1472175,1475495,-3320
"EL613",2016,1622461,1472175,150286
"EL613",2017,1500215,1622461,-122246
"EL613",2018,1460135,1500215,-40080
"EL613",2019,1431469,1460135,-28666
"EL613",2020,1270341,1431469,-161128
"EL613",2021,1261721,1270341,-8620
"EL613",2022,1218946,1261721,-42775
"EL613",2023,1219490,1218946,544
"EL631",2005,28035,NA,NA
"EL631",2006,29106,28035,1071
"EL631",2007,28951,29106,-155
"EL631",2008,30662,28951,1711
"EL631",2009,19464,30662,-11198
"EL631",2010,11550,19464,-7914
"EL631",2011,6560,11550,-4990
"EL631",2012,4114,6560,-2446
"EL631",2013,656,4114,-3458
"EL631",2014,0,656,-656
"EL631",2015,0,0,0
"EL631",2016,0,0,0
"EL631",2017,0,0,0
"EL631",2018,0,0,0
"EL631",2019,0,0,0
"EL631",2020,0,0,0
"EL631",2021,0,0,0
"EL631",2022,0,0,0
"EL631",2023,0,0,0
"EL632",2005,1075550,NA,NA
"EL632",2006,1130424,1075550,54874
"EL632",2007,1146799,1130424,16375
"EL632",2008,1138193,1146799,-8606
"EL632",2009,965177,1138193,-173016
"EL632",2010,998716,965177,33539
"EL632",2011,395114,998716,-603602
"EL632",2012,693047,395114,297933
"EL632",2013,763490,693047,70443
"EL632",2014,885420,763490,121930
"EL632",2015,817981,885420,-67439
"EL632",2016,740972,817981,-77009
"EL632",2017,674473,740972,-66499
"EL632",2018,720476,674473,46003
"EL632",2019,773220,720476,52744
"EL632",2020,571986,773220,-201234
"EL632",2021,724930,571986,152944
"EL632",2022,573951,724930,-150979
"EL632",2023,716857,573951,142906
"EL633",2005,25633,NA,NA
"EL633",2006,23054,25633,-2579
"EL633",2007,27510,23054,4456
"EL633",2008,23248,27510,-4262
"EL633",2009,18910,23248,-4338
"EL633",2010,13267,18910,-5643
"EL633",2011,9853,13267,-3414
"EL633",2012,5894,9853,-3959
"EL633",2013,6097,5894,203
"EL633",2014,5099,6097,-998
"EL633",2015,5825,5099,726
"EL633",2016,7478,5825,1653
"EL633",2017,3997,7478,-3481
"EL633",2018,6920,3997,2923
"EL633",2019,8716,6920,1796
"EL633",2020,6521,8716,-2195
"EL633",2021,8462,6521,1941
"EL633",2022,9510,8462,1048
"EL633",2023,9600,9510,90
"EL641",2005,2630600,NA,NA
"EL641",2006,2505377,2630600,-125223
"EL641",2007,2617742,2505377,112365
"EL641",2008,2208464,2617742,-409278
"EL641",2009,1827297,2208464,-381167
"EL641",2010,1643409,1827297,-183888
"EL641",2011,770983,1643409,-872426
"EL641",2012,1253416,770983,482433
"EL641",2013,2735840,1253416,1482424
"EL641",2014,2906870,2735840,171030
"EL641",2015,2797081,2906870,-109789
"EL641",2016,2939067,2797081,141986
"EL641",2017,2926317,2939067,-12750
"EL641",2018,2894517,2926317,-31800
"EL641",2019,2720363,2894517,-174154
"EL641",2020,2628271,2720363,-92092
"EL641",2021,2829536,2628271,201265
"EL641",2022,2599406,2829536,-230130
"EL641",2023,2411596,2599406,-187810
"EL642",2005,4384850,NA,NA
"EL642",2006,4205851,4384850,-178999
"EL642",2007,3785703,4205851,-420148
"EL642",2008,3658706,3785703,-126997
"EL642",2009,2197104,3658706,-1461602
"EL642",2010,1626206,2197104,-570898
"EL642",2011,1198755,1626206,-427451
"EL642",2012,903484,1198755,-295271
"EL642",2013,1421317,903484,517833
"EL642",2014,1636468,1421317,215151
"EL642",2015,1606987,1636468,-29481
"EL642",2016,1579544,1606987,-27443
"EL642",2017,1890842,1579544,311298
"EL642",2018,1725436,1890842,-165406
"EL642",2019,1524628,1725436,-200808
"EL642",2020,1710371,1524628,185743
"EL642",2021,1705769,1710371,-4602
"EL642",2022,1527463,1705769,-178306
"EL642",2023,1327535,1527463,-199928
"EL644",2005,911855,NA,NA
"EL644",2006,870961,911855,-40894
"EL644",2007,940348,870961,69387
"EL644",2008,797922,940348,-142426
"EL644",2009,452036,797922,-345886
"EL644",2010,667482,452036,215446
"EL644",2011,809810,667482,142328
"EL644",2012,821697,809810,11887
"EL644",2013,776945,821697,-44752
"EL644",2014,826150,776945,49205
"EL644",2015,843493,826150,17343
"EL644",2016,827743,843493,-15750
"EL644",2017,840566,827743,12823
"EL644",2018,762687,840566,-77879
"EL644",2019,677880,762687,-84807
"EL644",2020,367550,677880,-310330
"EL644",2021,275759,367550,-91791
"EL644",2022,154119,275759,-121640
"EL644",2023,28994,154119,-125125
"EL651",2005,8697352,NA,NA
"EL651",2006,8524287,8697352,-173065
"EL651",2007,9038310,8524287,514023
"EL651",2008,7522575,9038310,-1515735
"EL651",2009,7394137,7522575,-128438
"EL651",2010,6135170,7394137,-1258967
"EL651",2011,6102464,6135170,-32706
"EL651",2012,5904238,6102464,-198226
"EL651",2013,5259512,5904238,-644726
"EL651",2014,5201702,5259512,-57810
"EL651",2015,4627197,5201702,-574505
"EL651",2016,4277471,4627197,-349726
"EL651",2017,5233517,4277471,956046
"EL651",2018,3406628,5233517,-1826889
"EL651",2019,2667326,3406628,-739302
"EL651",2020,1504687,2667326,-1162639
"EL651",2021,1360492,1504687,-144195
"EL651",2022,1102832,1360492,-257660
"EL651",2023,1094116,1102832,-8716
"EL652",2005,1358907,NA,NA
"EL652",2006,2040431,1358907,681524
"EL652",2007,2119944,2040431,79513
"EL652",2008,1968769,2119944,-151175
"EL652",2009,2004071,1968769,35302
"EL652",2010,1903624,2004071,-100447
"EL652",2011,1959459,1903624,55835
"EL652",2012,1977485,1959459,18026
"EL652",2013,1979977,1977485,2492
"EL652",2014,2123181,1979977,143204
"EL652",2015,2229519,2123181,106338
"EL652",2016,2176607,2229519,-52912
"EL652",2017,2168459,2176607,-8148
"EL652",2018,2179287,2168459,10828
"EL652",2019,2019606,2179287,-159681
"EL652",2020,1976308,2019606,-43298
"EL652",2021,2148940,1976308,172632
"EL652",2022,2293196,2148940,144256
"EL652",2023,2055084,2293196,-238112
"EL653",2005,33914,NA,NA
"EL653",2006,37599,33914,3685
"EL653",2007,38989,37599,1390
"EL653",2008,41194,38989,2205
"EL653",2009,21745,41194,-19449
"EL653",2010,14827,21745,-6918
"EL653",2011,10421,14827,-4406
"EL653",2012,12682,10421,2261
"EL653",2013,2804,12682,-9878
"EL653",2014,7555,2804,4751
"EL653",2015,6596,7555,-959
"EL653",2016,4047,6596,-2549
"EL653",2017,2761,4047,-1286
"EL653",2018,3994,2761,1233
"EL653",2019,3722,3994,-272
"EL653",2020,3371,3722,-351
"EL653",2021,5417,3371,2046
"EL653",2022,5901,5417,484
"EL653",2023,5657,5901,-244
"ES111",2005,16676217,NA,NA
"ES111",2006,15723843,16676217,-952374
"ES111",2007,16767966,15723843,1044123
"ES111",2008,10317586,16767966,-6450380
"ES111",2009,9382128,10317586,-935458
"ES111",2010,7916559,9382128,-1465569
"ES111",2011,10231110,7916559,2314551
"ES111",2012,13774627,10231110,3543517
"ES111",2013,11062032,13774627,-2712595
"ES111",2014,11012499,11062032,-49533
"ES111",2015,12827116,11012499,1814617
"ES111",2016,11482737,12827116,-1344379
"ES111",2017,12834263,11482737,1351526
"ES111",2018,12412164,12834263,-422099
"ES111",2019,5170239,12412164,-7241925
"ES111",2020,3875535,5170239,-1294704
"ES111",2021,2697008,3875535,-1178527
"ES111",2022,3332838,2697008,635830
"ES111",2023,2663223,3332838,-669615
"ES112",2005,346088,NA,NA
"ES112",2006,354782,346088,8694
"ES112",2007,377543,354782,22761
"ES112",2008,383445,377543,5902
"ES112",2009,358719,383445,-24726
"ES112",2010,336753,358719,-21966
"ES112",2011,256388,336753,-80365
"ES112",2012,192903,256388,-63485
"ES112",2013,39840,192903,-153063
"ES112",2014,6971,39840,-32869
"ES112",2015,15669,6971,8698
"ES112",2016,1488,15669,-14181
"ES112",2017,190127,1488,188639
"ES112",2018,185809,190127,-4318
"ES112",2019,178442,185809,-7367
"ES112",2020,31797,178442,-146645
"ES112",2021,163138,31797,131341
"ES112",2022,69508,163138,-93630
"ES112",2023,15211,69508,-54297
"ES113",2005,156611,NA,NA
"ES113",2006,158765,156611,2154
"ES113",2007,167397,158765,8632
"ES113",2008,166371,167397,-1026
"ES113",2009,171564,166371,5193
"ES113",2010,141948,171564,-29616
"ES113",2011,138668,141948,-3280
"ES113",2012,120013,138668,-18655
"ES113",2013,104007,120013,-16006
"ES113",2014,78020,104007,-25987
"ES113",2015,88404,78020,10384
"ES113",2016,89412,88404,1008
"ES113",2017,90680,89412,1268
"ES113",2018,73247,90680,-17433
"ES113",2019,70067,73247,-3180
"ES113",2020,64615,70067,-5452
"ES113",2021,68552,64615,3937
"ES113",2022,60555,68552,-7997
"ES113",2023,22289,60555,-38266
"ES114",2005,183020,NA,NA
"ES114",2006,176173,183020,-6847
"ES114",2007,172897,176173,-3276
"ES114",2008,149559,172897,-23338
"ES114",2009,125164,149559,-24395
"ES114",2010,119343,125164,-5821
"ES114",2011,113405,119343,-5938
"ES114",2012,117195,113405,3790
"ES114",2013,100074,117195,-17121
"ES114",2014,101195,100074,1121
"ES114",2015,92654,101195,-8541
"ES114",2016,102569,92654,9915
"ES114",2017,93265,102569,-9304
"ES114",2018,96666,93265,3401
"ES114",2019,89376,96666,-7290
"ES114",2020,86166,89376,-3210
"ES114",2021,67455,86166,-18711
"ES114",2022,47580,67455,-19875
"ES114",2023,77663,47580,30083
"ES120",2005,25837797,NA,NA
"ES120",2006,22840779,25837797,-2997018
"ES120",2007,25467532,22840779,2626753
"ES120",2008,18448572,25467532,-7018960
"ES120",2009,14396227,18448572,-4052345
"ES120",2010,13160166,14396227,-1236061
"ES120",2011,15281173,13160166,2121007
"ES120",2012,17252313,15281173,1971140
"ES120",2013,16850584,17252313,-401729
"ES120",2014,17063128,16850584,212544
"ES120",2015,21674582,17063128,4611454
"ES120",2016,16537617,21674582,-5136965
"ES120",2017,19339400,16537617,2801783
"ES120",2018,16960802,19339400,-2378598
"ES120",2019,12028306,16960802,-4932496
"ES120",2020,9312167,12028306,-2716139
"ES120",2021,12855858,9312167,3543691
"ES120",2022,12482253,12855858,-373605
"ES120",2023,9593270,12482253,-2888983
"ES130",2005,2710320,NA,NA
"ES130",2006,2758932,2710320,48612
"ES130",2007,2686750,2758932,-72182
"ES130",2008,2560796,2686750,-125954
"ES130",2009,2292244,2560796,-268552
"ES130",2010,2205721,2292244,-86523
"ES130",2011,1953003,2205721,-252718
"ES130",2012,2092719,1953003,139716
"ES130",2013,2113100,2092719,20381
"ES130",2014,2105310,2113100,-7790
"ES130",2015,2038912,2105310,-66398
"ES130",2016,1963030,2038912,-75882
"ES130",2017,2040421,1963030,77391
"ES130",2018,2043535,2040421,3114
"ES130",2019,2086837,2043535,43302
"ES130",2020,1855651,2086837,-231186
"ES130",2021,2072536,1855651,216885
"ES130",2022,1858087,2072536,-214449
"ES130",2023,1573589,1858087,-284498
"ES211",2005,580924,NA,NA
"ES211",2006,587991,580924,7067
"ES211",2007,579854,587991,-8137
"ES211",2008,573443,579854,-6411
"ES211",2009,412202,573443,-161241
"ES211",2010,540729,412202,128527
"ES211",2011,547095,540729,6366
"ES211",2012,556908,547095,9813
"ES211",2013,524180,556908,-32728
"ES211",2014,481394,524180,-42786
"ES211",2015,519905,481394,38511
"ES211",2016,508454,519905,-11451
"ES211",2017,516667,508454,8213
"ES211",2018,545987,516667,29320
"ES211",2019,527846,545987,-18141
"ES211",2020,424778,527846,-103068
"ES211",2021,480873,424778,56095
"ES211",2022,492706,480873,11833
"ES211",2023,404420,492706,-88286
"ES212",2005,3004918,NA,NA
"ES212",2006,2793695,3004918,-211223
"ES212",2007,2994041,2793695,200346
"ES212",2008,2130941,2994041,-863100
"ES212",2009,1877241,2130941,-253700
"ES212",2010,1905844,1877241,28603
"ES212",2011,1697698,1905844,-208146
"ES212",2012,2178683,1697698,480985
"ES212",2013,1165903,2178683,-1012780
"ES212",2014,1182279,1165903,16376
"ES212",2015,1159855,1182279,-22424
"ES212",2016,1024775,1159855,-135080
"ES212",2017,1058136,1024775,33361
"ES212",2018,1101868,1058136,43732
"ES212",2019,1042943,1101868,-58925
"ES212",2020,996270,1042943,-46673
"ES212",2021,1115122,996270,118852
"ES212",2022,882907,1115122,-232215
"ES212",2023,906397,882907,23490
"ES213",2005,7568146,NA,NA
"ES213",2006,7797624,7568146,229478
"ES213",2007,7045831,7797624,-751793
"ES213",2008,7333210,7045831,287379
"ES213",2009,7358883,7333210,25673
"ES213",2010,5560988,7358883,-1797895
"ES213",2011,4449082,5560988,-1111906
"ES213",2012,4508160,4449082,59078
"ES213",2013,4353919,4508160,-154241
"ES213",2014,4516195,4353919,162276
"ES213",2015,4396336,4516195,-119859
"ES213",2016,4306649,4396336,-89687
"ES213",2017,4311169,4306649,4520
"ES213",2018,3975532,4311169,-335637
"ES213",2019,4942798,3975532,967266
"ES213",2020,4044648,4942798,-898150
"ES213",2021,4402527,4044648,357879
"ES213",2022,5561512,4402527,1158985
"ES213",2023,4162422,5561512,-1399090
"ES220",2005,2664858,NA,NA
"ES220",2006,2504157,2664858,-160701
"ES220",2007,2500193,2504157,-3964
"ES220",2008,2930719,2500193,430526
"ES220",2009,2558584,2930719,-372135
"ES220",2010,2479411,2558584,-79173
"ES220",2011,1582588,2479411,-896823
"ES220",2012,1415766,1582588,-166822
"ES220",2013,1114753,1415766,-301013
"ES220",2014,1030959,1114753,-83794
"ES220",2015,1198744,1030959,167785
"ES220",2016,1447249,1198744,248505
"ES220",2017,1544964,1447249,97715
"ES220",2018,1347140,1544964,-197824
"ES220",2019,2240006,1347140,892866
"ES220",2020,1847372,2240006,-392634
"ES220",2021,2330907,1847372,483535
"ES220",2022,2507437,2330907,176530
"ES220",2023,1849302,2507437,-658135
"ES230",2005,1224705,NA,NA
"ES230",2006,1814273,1224705,589568
"ES230",2007,1608281,1814273,-205992
"ES230",2008,1442370,1608281,-165911
"ES230",2009,762179,1442370,-680191
"ES230",2010,591828,762179,-170351
"ES230",2011,476845,591828,-114983
"ES230",2012,605449,476845,128604
"ES230",2013,217977,605449,-387472
"ES230",2014,100065,217977,-117912
"ES230",2015,269600,100065,169535
"ES230",2016,417676,269600,148076
"ES230",2017,671716,417676,254040
"ES230",2018,460439,671716,-211277
"ES230",2019,517919,460439,57480
"ES230",2020,293567,517919,-224352
"ES230",2021,393319,293567,99752
"ES230",2022,478892,393319,85573
"ES230",2023,463475,478892,-15417
"ES241",2005,244423,NA,NA
"ES241",2006,221748,244423,-22675
"ES241",2007,227335,221748,5587
"ES241",2008,267225,227335,39890
"ES241",2009,245191,267225,-22034
"ES241",2010,252515,245191,7324
"ES241",2011,256936,252515,4421
"ES241",2012,262345,256936,5409
"ES241",2013,202435,262345,-59910
"ES241",2014,139412,202435,-63023
"ES241",2015,159676,139412,20264
"ES241",2016,179279,159676,19603
"ES241",2017,212143,179279,32864
"ES241",2018,214991,212143,2848
"ES241",2019,203301,214991,-11690
"ES241",2020,148265,203301,-55036
"ES241",2021,175194,148265,26929
"ES241",2022,120027,175194,-55167
"ES241",2023,96544,120027,-23483
"ES242",2005,8582888,NA,NA
"ES242",2006,7485376,8582888,-1097512
"ES242",2007,7334080,7485376,-151296
"ES242",2008,5671324,7334080,-1662756
"ES242",2009,3148891,5671324,-2522433
"ES242",2010,1995057,3148891,-1153834
"ES242",2011,6526002,1995057,4530945
"ES242",2012,5196401,6526002,-1329601
"ES242",2013,3781339,5196401,-1415062
"ES242",2014,4863368,3781339,1082029
"ES242",2015,4701832,4863368,-161536
"ES242",2016,3433323,4701832,-1268509
"ES242",2017,4976401,3433323,1543078
"ES242",2018,3319434,4976401,-1656967
"ES242",2019,1815305,3319434,-1504129
"ES242",2020,341636,1815305,-1473669
"ES242",2021,85110,341636,-256526
"ES242",2022,20361,85110,-64749
"ES242",2023,21393,20361,1032
"ES243",2005,2263697,NA,NA
"ES243",2006,3038322,2263697,774625
"ES243",2007,3295188,3038322,256866
"ES243",2008,3593581,3295188,298393
"ES243",2009,2504873,3593581,-1088708
"ES243",2010,2711759,2504873,206886
"ES243",2011,2092990,2711759,-618769
"ES243",2012,1871140,2092990,-221850
"ES243",2013,1863265,1871140,-7875
"ES243",2014,1842105,1863265,-21160
"ES243",2015,1861476,1842105,19371
"ES243",2016,1860706,1861476,-770
"ES243",2017,1959388,1860706,98682
"ES243",2018,1789534,1959388,-169854
"ES243",2019,1807591,1789534,18057
"ES243",2020,1675941,1807591,-131650
"ES243",2021,1901997,1675941,226056
"ES243",2022,1458840,1901997,-443157
"ES243",2023,1342019,1458840,-116821
"ES300",2005,4103341,NA,NA
"ES300",2006,3990670,4103341,-112671
"ES300",2007,3795387,3990670,-195283
"ES300",2008,2742497,3795387,-1052890
"ES300",2009,2297130,2742497,-445367
"ES300",2010,2047124,2297130,-250006
"ES300",2011,1762896,2047124,-284228
"ES300",2012,1305250,1762896,-457646
"ES300",2013,876480,1305250,-428770
"ES300",2014,807761,876480,-68719
"ES300",2015,925429,807761,117668
"ES300",2016,980576,925429,55147
"ES300",2017,1054439,980576,73863
"ES300",2018,1289354,1054439,234915
"ES300",2019,2012756,1289354,723402
"ES300",2020,1183151,2012756,-829605
"ES300",2021,1440313,1183151,257162
"ES300",2022,1277735,1440313,-162578
"ES300",2023,1267124,1277735,-10611
"ES411",2005,4493,NA,NA
"ES411",2006,4867,4493,374
"ES411",2007,4386,4867,-481
"ES411",2008,3814,4386,-572
"ES411",2009,3434,3814,-380
"ES411",2010,2764,3434,-670
"ES411",2011,2173,2764,-591
"ES411",2012,1847,2173,-326
"ES411",2013,0,1847,-1847
"ES411",2014,0,0,0
"ES411",2015,0,0,0
"ES411",2016,0,0,0
"ES411",2017,0,0,0
"ES411",2018,0,0,0
"ES411",2019,0,0,0
"ES411",2020,0,0,0
"ES411",2021,0,0,0
"ES411",2022,0,0,0
"ES411",2023,0,0,0
"ES412",2005,932485,NA,NA
"ES412",2006,921521,932485,-10964
"ES412",2007,920884,921521,-637
"ES412",2008,927318,920884,6434
"ES412",2009,861561,927318,-65757
"ES412",2010,893963,861561,32402
"ES412",2011,837591,893963,-56372
"ES412",2012,796556,837591,-41035
"ES412",2013,633685,796556,-162871
"ES412",2014,540314,633685,-93371
"ES412",2015,517169,540314,-23145
"ES412",2016,581276,517169,64107
"ES412",2017,630290,581276,49014
"ES412",2018,622827,630290,-7463
"ES412",2019,623901,622827,1074
"ES412",2020,577426,623901,-46475
"ES412",2021,573978,577426,-3448
"ES412",2022,462318,573978,-111660
"ES412",2023,348054,462318,-114264
"ES413",2005,16069262,NA,NA
"ES413",2006,13567184,16069262,-2502078
"ES413",2007,13474076,13567184,-93108
"ES413",2008,12695388,13474076,-778688
"ES413",2009,5209628,12695388,-7485760
"ES413",2010,1673272,5209628,-3536356
"ES413",2011,8733222,1673272,7059950
"ES413",2012,10145851,8733222,1412629
"ES413",2013,6217163,10145851,-3928688
"ES413",2014,8357976,6217163,2140813
"ES413",2015,8929769,8357976,571793
"ES413",2016,7084858,8929769,-1844911
"ES413",2017,6695179,7084858,-389679
"ES413",2018,4355262,6695179,-2339917
"ES413",2019,1372656,4355262,-2982606
"ES413",2020,1522825,1372656,150169
"ES413",2021,1189458,1522825,-333367
"ES413",2022,1121339,1189458,-68119
"ES413",2023,1153088,1121339,31749
"ES414",2005,3357437,NA,NA
"ES414",2006,2804185,3357437,-553252
"ES414",2007,3376664,2804185,572479
"ES414",2008,1569038,3376664,-1807626
"ES414",2009,1452594,1569038,-116444
"ES414",2010,695540,1452594,-757054
"ES414",2011,2378130,695540,1682590
"ES414",2012,2140805,2378130,-237325
"ES414",2013,1376227,2140805,-764578
"ES414",2014,1548801,1376227,172574
"ES414",2015,2222027,1548801,673226
"ES414",2016,1406607,2222027,-815420
"ES414",2017,1555842,1406607,149235
"ES414",2018,866997,1555842,-688845
"ES414",2019,692219,866997,-174778
"ES414",2020,355718,692219,-336501
"ES414",2021,505233,355718,149515
"ES414",2022,385399,505233,-119834
"ES414",2023,470387,385399,84988
"ES415",2005,35558,NA,NA
"ES415",2006,55085,35558,19527
"ES415",2007,166479,55085,111394
"ES415",2008,113702,166479,-52777
"ES415",2009,225349,113702,111647
"ES415",2010,213050,225349,-12299
"ES415",2011,206498,213050,-6552
"ES415",2012,142642,206498,-63856
"ES415",2013,186641,142642,43999
"ES415",2014,200322,186641,13681
"ES415",2015,198435,200322,-1887
"ES415",2016,89276,198435,-109159
"ES415",2017,119228,89276,29952
"ES415",2018,200950,119228,81722
"ES415",2019,202789,200950,1839
"ES415",2020,195508,202789,-7281
"ES415",2021,207037,195508,11529
"ES415",2022,177338,207037,-29699
"ES415",2023,190091,177338,12753
"ES416",2005,110140,NA,NA
"ES416",2006,150456,110140,40316
"ES416",2007,150301,150456,-155
"ES416",2008,138815,150301,-11486
"ES416",2009,155479,138815,16664
"ES416",2010,155852,155479,373
"ES416",2011,160585,155852,4733
"ES416",2012,148228,160585,-12357
"ES416",2013,139633,148228,-8595
"ES416",2014,80065,139633,-59568
"ES416",2015,86568,80065,6503
"ES416",2016,79089,86568,-7479
"ES416",2017,90350,79089,11261
"ES416",2018,84505,90350,-5845
"ES416",2019,79333,84505,-5172
"ES416",2020,68928,79333,-10405
"ES416",2021,83195,68928,14267
"ES416",2022,58780,83195,-24415
"ES416",2023,65505,58780,6725
"ES417",2005,71235,NA,NA
"ES417",2006,57643,71235,-13592
"ES417",2007,89371,57643,31728
"ES417",2008,119163,89371,29792
"ES417",2009,130709,119163,11546
"ES417",2010,131805,130709,1096
"ES417",2011,128926,131805,-2879
"ES417",2012,136747,128926,7821
"ES417",2013,136361,136747,-386
"ES417",2014,21602,136361,-114759
"ES417",2015,10091,21602,-11511
"ES417",2016,9604,10091,-487
"ES417",2017,10281,9604,677
"ES417",2018,10132,10281,-149
"ES417",2019,9743,10132,-389
"ES417",2020,9962,9743,219
"ES417",2021,10268,9962,306
"ES417",2022,8498,10268,-1770
"ES417",2023,7286,8498,-1212
"ES418",2005,315860,NA,NA
"ES418",2006,360538,315860,44678
"ES418",2007,338800,360538,-21738
"ES418",2008,279495,338800,-59305
"ES418",2009,244919,279495,-34576
"ES418",2010,234880,244919,-10039
"ES418",2011,234989,234880,109
"ES418",2012,231503,234989,-3486
"ES418",2013,193868,231503,-37635
"ES418",2014,127086,193868,-66782
"ES418",2015,157242,127086,30156
"ES418",2016,171994,157242,14752
"ES418",2017,179607,171994,7613
"ES418",2018,162678,179607,-16929
"ES418",2019,177598,162678,14920
"ES418",2020,145778,177598,-31820
"ES418",2021,162462,145778,16684
"ES418",2022,142868,162462,-19594
"ES418",2023,127653,142868,-15215
"ES419",2005,116077,NA,NA
"ES419",2006,137881,116077,21804
"ES419",2007,109766,137881,-28115
"ES419",2008,105837,109766,-3929
"ES419",2009,90434,105837,-15403
"ES419",2010,91767,90434,1333
"ES419",2011,83211,91767,-8556
"ES419",2012,71807,83211,-11404
"ES419",2013,59663,71807,-12144
"ES419",2014,39714,59663,-19949
"ES419",2015,42193,39714,2479
"ES419",2016,36595,42193,-5598
"ES419",2017,46270,36595,9675
"ES419",2018,24477,46270,-21793
"ES419",2019,24284,24477,-193
"ES419",2020,14989,24284,-9295
"ES419",2021,19352,14989,4363
"ES419",2022,23738,19352,4386
"ES419",2023,32384,23738,8646
"ES421",2005,227871,NA,NA
"ES421",2006,212119,227871,-15752
"ES421",2007,280839,212119,68720
"ES421",2008,242113,280839,-38726
"ES421",2009,214904,242113,-27209
"ES421",2010,228803,214904,13899
"ES421",2011,247884,228803,19081
"ES421",2012,230584,247884,-17300
"ES421",2013,187010,230584,-43574
"ES421",2014,178647,187010,-8363
"ES421",2015,202979,178647,24332
"ES421",2016,209313,202979,6334
"ES421",2017,217579,209313,8266
"ES421",2018,208682,217579,-8897
"ES421",2019,195687,208682,-12995
"ES421",2020,171121,195687,-24566
"ES421",2021,169803,171121,-1318
"ES421",2022,161728,169803,-8075
"ES421",2023,116520,161728,-45208
"ES422",2005,4583736,NA,NA
"ES422",2006,3863853,4583736,-719883
"ES422",2007,4156972,3863853,293119
"ES422",2008,3083634,4156972,-1073338
"ES422",2009,2489061,3083634,-594573
"ES422",2010,2293149,2489061,-195912
"ES422",2011,2180874,2293149,-112275
"ES422",2012,2346901,2180874,166027
"ES422",2013,1752500,2346901,-594401
"ES422",2014,1662764,1752500,-89736
"ES422",2015,1640747,1662764,-22017
"ES422",2016,1713554,1640747,72807
"ES422",2017,1755255,1713554,41701
"ES422",2018,1645552,1755255,-109703
"ES422",2019,1698399,1645552,52847
"ES422",2020,1350400,1698399,-347999
"ES422",2021,1308317,1350400,-42083
"ES422",2022,1481658,1308317,173341
"ES422",2023,1497099,1481658,15441
"ES423",2005,158721,NA,NA
"ES423",2006,138944,158721,-19777
"ES423",2007,176775,138944,37831
"ES423",2008,190458,176775,13683
"ES423",2009,156988,190458,-33470
"ES423",2010,117820,156988,-39168
"ES423",2011,125715,117820,7895
"ES423",2012,145486,125715,19771
"ES423",2013,98952,145486,-46534
"ES423",2014,91246,98952,-7706
"ES423",2015,82548,91246,-8698
"ES423",2016,162253,82548,79705
"ES423",2017,198506,162253,36253
"ES423",2018,198516,198506,10
"ES423",2019,198307,198516,-209
"ES423",2020,187486,198307,-10821
"ES423",2021,155665,187486,-31821
"ES423",2022,66181,155665,-89484
"ES423",2023,20272,66181,-45909
"ES424",2005,235257,NA,NA
"ES424",2006,239775,235257,4518
"ES424",2007,235909,239775,-3866
"ES424",2008,223134,235909,-12775
"ES424",2009,166651,223134,-56483
"ES424",2010,153003,166651,-13648
"ES424",2011,151501,153003,-1502
"ES424",2012,165890,151501,14389
"ES424",2013,154771,165890,-11119
"ES424",2014,146800,154771,-7971
"ES424",2015,143047,146800,-3753
"ES424",2016,131093,143047,-11954
"ES424",2017,120575,131093,-10518
"ES424",2018,134800,120575,14225
"ES424",2019,138525,134800,3725
"ES424",2020,125495,138525,-13030
"ES424",2021,154013,125495,28518
"ES424",2022,161157,154013,7144
"ES424",2023,150937,161157,-10220
"ES425",2005,3673781,NA,NA
"ES425",2006,4214376,3673781,540595
"ES425",2007,4401712,4214376,187336
"ES425",2008,3797502,4401712,-604210
"ES425",2009,2761141,3797502,-1036361
"ES425",2010,2580222,2761141,-180919
"ES425",2011,2359204,2580222,-221018
"ES425",2012,1950605,2359204,-408599
"ES425",2013,1125692,1950605,-824913
"ES425",2014,1130162,1125692,4470
"ES425",2015,1268500,1130162,138338
"ES425",2016,1268618,1268500,118
"ES425",2017,1168352,1268618,-100266
"ES425",2018,1340577,1168352,172225
"ES425",2019,1344174,1340577,3597
