NUTS_ID,avg_d_emissions,avg_d_employment,n_obs
ES512,-15262.8333333333,-0.205555555555556,18
ES513,-30412.2777777778,-0.111111111111111,18
ES514,-156722.222222222,-0.5,18
ES521,-60772.3888888889,-0.755555555555553,18
ES522,-118190.444444444,-1.28888888888889,18
ES523,-35718.3888888889,-3.21111111111111,18
ES531,-17253.2222222222,0.0166666666666667,18
ES532,-225463.666666667,-0.266666666666667,18
ES533,5304.33333333333,-0.0944444444444444,18
ES611,-457223.666666667,-0.227777777777778,18
ES612,-316330.277777778,-0.56111111111111,18
ES613,-138193.833333333,-0.377777777777777,18
ES614,-16835.7777777778,-0.188888888888889,18
ES615,-62872.6666666667,-0.0833333333333334,18
ES616,-45667.3888888889,-0.422222222222222,18
ES617,-11899.6666666667,-0.177777777777778,18
ES618,-35190.1666666667,-0.45,18
ES620,-70393.3888888889,-0.15,18
ES630,2179,0.0111111111111111,18
ES640,3556.55555555556,-0.0166666666666667,18
ES704,3430.83333333333,4.62592926927149e-18,18
ES705,-44823.2777777778,-0.161111111111111,18
ES707,4253.22222222222,-0.0333333333333333,18
ES708,-4480.72222222222,-1.5419764230905e-18,18
ES709,-73340.1666666667,-0.0888888888888887,18
FI193,-23358.9444444444,-0.227777777777778,18
FI194,-22582.2777777778,-0.0166666666666665,18
FI195,-119171.555555556,0.0944444444444444,18
FI196,-54632.2777777778,-0.177777777777778,18
FI197,-91321.3333333333,-0.633333333333333,18
FI1B1,-170286.944444444,-0.299999999999999,18
FI1C1,-110403.555555556,-0.311111111111111,18
FI1C2,-12054.5555555556,-0.155555555555555,18
FI1C3,-43983.7777777778,-0.422222222222222,18
FI1C4,-55423.5555555556,-0.272222222222222,18
FI1C5,-39349.0555555556,-0.161111111111111,18
FI1D1,-11749.1111111111,-0.116666666666667,18
FI1D2,-121531.611111111,-0.133333333333333,18
FI1D3,-11751.9444444444,-0.0888888888888889,18
FI1D5,-6849.88888888889,0.0166666666666666,18
FI1D7,-38984.2222222222,-0.0166666666666666,18
FI1D8,-14564.3888888889,-0.0333333333333333,18
FI1D9,-135157.055555556,-0.222222222222222,18
FR101,-4091.27777777778,-0.738888888888888,18
FR102,-72773.2777777778,-0.5,18
FR103,-88516,-1.28888888888889,18
FR104,-12889.9444444444,-0.205555555555555,18
FR105,-20411.8888888889,-0.466666666666668,18
FR106,-46386.3333333333,-0.516666666666667,18
FR107,-90419.2222222222,-0.338888888888889,18
FR108,-9266.83333333333,-0.55,18
FRB01,-11023.9444444444,-0.166666666666667,18
FRB02,-13.75,-0.65,12
FRB03,-9293.44444444444,-0.15,18
FRB04,-10188.2222222222,-0.266666666666667,18
FRB05,-10743.6666666667,-0.233333333333333,18
FRB06,-11223.8333333333,-0.511111111111111,18
FRC11,-4096.61111111111,-0.316666666666667,18
FRC12,-617.555555555556,-0.283333333333333,18
FRC13,-61283.3333333333,-0.444444444444445,18
FRC14,-12010.8888888889,-0.316666666666667,18
FRC21,-11316.9444444444,-0.666666666666667,18
FRC22,-15698.1111111111,-0.238888888888889,18
